filename,condition_vision,condition_movement,trial,window_idx,window_start,window_end,var1,var2,variable_pair_type,max_mutual_info,optimal_lag_mi,n_samples,sampling_rate
NoVisionMovement_Trial0.csv,NoVision,Movement,0,1,1.0,6.0,Filtered_ECG_P1,Filtered_ECG_P2,Between_Participants_Same_ECG,1.0105344320120997,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,2,2.0,7.0,Filtered_ECG_P1,Filtered_ECG_P2,Between_Participants_Same_ECG,0.8148575148430683,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,3,3.0,8.0,Filtered_ECG_P1,Filtered_ECG_P2,Between_Participants_Same_ECG,0.75611202004469,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,4,4.0,9.0,Filtered_ECG_P1,Filtered_ECG_P2,Between_Participants_Same_ECG,0.48740828648286655,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,5,5.0,10.0,Filtered_ECG_P1,Filtered_ECG_P2,Between_Participants_Same_ECG,0.6195970054966545,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,6,6.0,11.0,Filtered_ECG_P1,Filtered_ECG_P2,Between_Participants_Same_ECG,0.9317834157118738,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,7,7.0,12.0,Filtered_ECG_P1,Filtered_ECG_P2,Between_Participants_Same_ECG,0.2969998504681799,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,0,0.0,5.0,Filtered_ECG_P1,Filtered_Respiration_P2,Between_Participants_Cross_ECG_Respiration,1.0930241036263737,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,1,1.0,6.0,Filtered_ECG_P1,Filtered_Respiration_P2,Between_Participants_Cross_ECG_Respiration,1.1734775890026325,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,2,2.0,7.0,Filtered_ECG_P1,Filtered_Respiration_P2,Between_Participants_Cross_ECG_Respiration,0.40301051728589965,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,3,3.0,8.0,Filtered_ECG_P1,Filtered_Respiration_P2,Between_Participants_Cross_ECG_Respiration,0.3821604898296019,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,4,4.0,9.0,Filtered_ECG_P1,Filtered_Respiration_P2,Between_Participants_Cross_ECG_Respiration,0.45275251137462236,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,5,5.0,10.0,Filtered_ECG_P1,Filtered_Respiration_P2,Between_Participants_Cross_ECG_Respiration,0.4612621902228672,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,6,6.0,11.0,Filtered_ECG_P1,Filtered_Respiration_P2,Between_Participants_Cross_ECG_Respiration,0.6649641147393957,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,7,7.0,12.0,Filtered_ECG_P1,Filtered_Respiration_P2,Between_Participants_Cross_ECG_Respiration,0.4724349855418172,-0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,0,0.0,5.0,Filtered_ECG_P1,Filtered_EMG_Bicep_P2,Between_Participants_Cross_ECG_EMG,0.2095150336810833,0.1,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,1,1.0,6.0,Filtered_ECG_P1,Filtered_EMG_Bicep_P2,Between_Participants_Cross_ECG_EMG,0.18536715577640225,0.1,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,2,2.0,7.0,Filtered_ECG_P1,Filtered_EMG_Bicep_P2,Between_Participants_Cross_ECG_EMG,0.12725841280965505,0.2,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,3,3.0,8.0,Filtered_ECG_P1,Filtered_EMG_Bicep_P2,Between_Participants_Cross_ECG_EMG,0.10315772494449052,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,4,4.0,9.0,Filtered_ECG_P1,Filtered_EMG_Bicep_P2,Between_Participants_Cross_ECG_EMG,0.1337779349718618,0.3,5001,1000.0
NoVisionMovement_Trial0.csv,NoVision,Movement,0,5,5.0,10.0,Filtered_ECG_P1,Filtered_EMG_Bicep_P2,Between_Participants_Cross_ECG_EMG,0.21000101714757288,0.2,5001,1000.0
