RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RAnkle_x,RAnkle_y,RAnkle_z,RBigToe_x,RBigToe_y,RBigToe_z,RSmallToe_x,RSmallToe_y,RSmallToe_z,RHeel_x,RHeel_y,RHeel_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,LBigToe_x,LBigToe_y,LBigToe_z,LSmallToe_x,LSmallToe_y,LSmallToe_z,LHeel_x,LHeel_y,LHeel_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,RThumb_x,RThumb_y,RThumb_z,RIndex_x,RIndex_y,RIndex_z,RPinky_x,RPinky_y,RPinky_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,LThumb_x,LThumb_y,LThumb_z,LIndex_x,LIndex_y,LIndex_z,LPinky_x,LPinky_y,LPinky_z,Time
465.1480698079306,3633.587587895161,546.6240388206576,868.6596488763413,3692.2484829479718,547.1351351748144,1267.2817283657607,3772.9034441753574,624.4438568615647,1322.2158144579535,3611.050949956376,557.1113157397775,1321.0040160699411,3680.0220420596797,522.0067968921322,1296.925816564635,3775.7079731730137,636.3219561587593,462.3172022922703,3510.1829400926626,736.3879305922444,882.6509115670267,3552.326312115868,751.3315462763832,1240.821902759842,3602.9320170930177,728.1166211809638,1312.6717682117321,3498.0140870400687,666.9505051003118,1280.9435257465361,3457.3484231292227,713.1197665394582,1272.4869262513391,3617.5173138145883,717.6643825233102,-108.52927638794972,3533.894461292394,633.55492405192,-359.2159957809258,3429.936839324256,573.7870122561993,-215.91897351751152,3377.4472416967883,530.3456279583553,-35.816529435027775,3647.312471587981,530.7826189785958,207.24365864385993,3706.550583047073,457.5256236322853,442.5421625606909,3656.819789304752,402.7557170986802,572.1881545521235,3566.545856255826,397.4823048483421,594.473308062995,3593.9544569543386,393.3823705799698,578.8059936407412,3653.0244090155297,389.993219351681,-22.549478420930452,3477.497758519623,778.6996574865988,226.020329420462,3431.53898243417,832.3205996983513,471.1750689927876,3395.1092662649617,806.9228458990385,567.4647723224352,3379.2653250978615,747.443318764584,592.4087159574436,3395.037458010472,799.0121465518916,581.6404069518336,3345.5034056504273,802.6959885364647,0.13333333333333333
466.11348183666917,3634.9194349693817,547.1612750593246,869.2224487602826,3693.3143436069395,547.7026748322837,1268.824182630332,3777.8691887646605,625.9392405630017,1323.0921298689245,3611.745025211516,557.4619222721938,1320.743360123468,3678.54728541799,521.2567614543877,1296.7297156173815,3776.5389706509927,636.2205326999572,463.62422426344756,3510.593578601082,736.6737207228713,883.6728548381868,3552.7391009984144,751.5751828120207,1240.350171702375,3603.8556075919214,728.6387368104255,1311.6444991076644,3496.949735058411,666.6736689378463,1279.3653121830248,3457.8174860473696,713.654240332914,1272.54912701861,3617.3882415539706,717.6123853565279,-108.4537756154721,3533.90697944344,633.5711166046588,-359.2283910353041,3430.1139539102046,573.8207795563425,-215.25147887572254,3377.861243605884,530.5265306938937,-35.77737989174922,3647.3224941031895,530.7737085836212,206.85847027912055,3708.014939268496,458.69645578062926,442.715404705608,3659.073598365975,403.2069983491704,568.9141169022672,3564.6650501457525,396.52390625347556,594.7793284742143,3600.9703646323883,394.924515226162,578.6545089037046,3652.64589877261,389.86407520888355,-21.786115689937294,3478.14384737504,779.7286291992204,226.7072660973638,3431.0413983664803,832.004111207392,473.20920163147673,3398.5349732325035,808.2426237186853,566.7693929673808,3376.4308783537303,744.5258745244934,591.39614017926,3391.7737055609396,795.6490372901713,582.2784051844922,3348.743600504415,803.7079081294328,0.15
466.26185889518416,3635.740000651014,547.4063785641249,867.9930467068715,3694.010649078278,547.9489714570202,1271.1382291830537,3786.754958582156,628.513964370881,1323.1590289185012,3611.685536847237,557.3156776638546,1321.0400717828793,3678.4258377840906,520.4931771673603,1296.7686701235814,3777.186580383718,635.6636574389851,463.68757110157725,3510.711899869195,736.7233709245468,884.1471777866534,3553.175487613511,751.7916181182094,1240.0215737035971,3604.87511576731,729.1533111075653,1311.028768407206,3496.419139587373,666.4963566350369,1277.6929881056906,3456.0449642044123,713.6121940940625,1272.7430676485576,3617.515176027671,717.6414512541419,-108.40587216744355,3533.8946092141014,633.572684524648,-359.31605465409336,3430.2759045702737,573.8524012506562,-214.88318567079529,3378.029498116941,530.622162934952,-35.706802769293894,3647.248921416286,530.7337543301346,205.48464063407397,3707.028660553216,458.3596616789427,442.77014021178843,3659.5412489948512,403.3183599035596,567.75488996754,3565.0908217900874,396.4239134374323,596.0787131854576,3607.469073753838,396.2808564949432,578.6319309121556,3652.6094486546694,389.8137319260186,-21.44170461790516,3478.1796129719255,779.6996157127326,227.71043079502,3430.848431394677,831.8691001641062,474.5866276049553,3400.9922034798333,809.1698558277874,566.008763845706,3372.749005504592,740.2881312518145,590.9342127340204,3390.7738364612396,793.8859873270732,583.0374670431934,3350.3888521551216,804.2167499821292,0.16666666666666666
465.0086244225527,3637.36632112508,547.8374192173632,864.8923778358804,3695.2556591874145,548.380224520432,1272.7045118405467,3794.2934183766993,630.7226324386107,1322.9326947300046,3611.4508776219077,557.0861822005855,1321.090512332275,3678.553562076966,520.1654884868559,1296.5898554769415,3778.111742182202,635.6161565261175,462.50201190505777,3510.5029847688425,736.517382251893,883.3683518178309,3553.6192370482186,751.9303772429382,1239.620196595939,3605.649167428928,729.5637337746523,1310.999407640791,3496.6236213792936,666.4834033527842,1276.0376769701359,3452.637863671108,712.214952838967,1273.160113585487,3618.3628925608255,718.1203884954183,-108.38885488049516,3533.861790187353,633.5631208764191,-359.30287743153406,3430.336502831031,573.8773873965463,-215.15214419376872,3377.221679764353,530.4128035603001,-35.631371296997884,3647.1033826855655,530.6661417624945,203.66164061633307,3705.2220249025036,457.59790150440904,442.8242291178658,3659.3498054563524,403.2588497284008,568.8069816321557,3569.670575015578,397.34643686236194,598.5426823976738,3615.348150564684,397.45519526343566,579.1823837764531,3653.220559156024,389.9188925268933,-21.864887739344724,3478.4866851902852,779.7113428182856,228.9586159373782,3431.1210464617207,832.0332661973557,474.61997518915115,3401.3822269574275,809.2572686011046,564.8484230178265,3368.5263740223268,734.617514097125,590.7864129072597,3391.225883689312,792.5589786254404,584.2533890714109,3350.920178360028,804.4579293077156,0.18333333333333332
463.21727820441026,3639.5417038332125,548.3166763247513,860.9573999296352,3697.027020331702,549.0332714551832,1272.4174416224714,3798.1508025270396,631.8823600181535,1322.7090152059518,3611.273570149158,556.9403651236769,1320.0649456420065,3678.437054177659,520.6657895591882,1295.9305430429806,3779.8491763935917,636.2403822520737,460.7958437339897,3510.0907203906463,736.1651931016615,881.3694509471567,3553.9688009595043,751.9275474420044,1238.5776493928004,3605.5739628970496,729.6364952260693,1311.9317690154564,3499.085327857314,667.0558842159503,1274.73201156962,3449.589390762798,710.2900476332683,1273.2572616062782,3619.900916103492,719.0391373892448,-108.39359231108077,3533.851611229081,633.5631819613274,-359.3095470249996,3430.1583391686454,573.7925032890894,-215.68574815492772,3374.8972962362586,529.7876650514901,-35.71497141737485,3646.925322118046,530.5841890088639,202.31109048749767,3703.8872720506643,457.0627996094793,443.12483561683433,3658.835839757323,403.0401383460608,570.831813143447,3576.7445349577542,398.7484397191591,601.5514623213746,3624.4490236365914,398.08616621562675,580.5957273416848,3654.630334072181,390.21331631743925,-23.105805473367674,3479.3469604078045,780.1421094188904,230.00819532294167,3431.359463335344,832.2012448645094,473.8817291783705,3401.172143470302,809.0530992556648,564.1621127193529,3365.2822517024642,729.5253441499691,590.7228797594809,3391.943460617115,791.0154695096139,585.8084222385755,3351.2013343211893,804.707503551827,0.19999999999999998
461.7644437993252,3639.6168437142733,548.0382079194289,857.5225676390301,3697.917510626462,549.2153036595547,1270.4265600602755,3798.9401747858,632.0196010514857,1322.7529781594383,3611.5045803549087,557.1617853164435,1318.9085692031952,3679.417818033892,521.8515948572697,1295.0662683362136,3782.043601213235,636.7154661289879,459.535420278002,3509.6750732012188,735.8366142775251,879.2165183811032,3553.771699959778,751.6011948908223,1236.8540281868218,3604.641737935964,729.4307048402316,1314.0843956170847,3504.8072006758252,668.53037858035,1274.331150238923,3448.5836162092296,709.4790355441028,1272.5001345207222,3621.0167493292706,719.6362940842112,-108.43083422234318,3533.88942322905,633.5851230568634,-359.6955796917953,3429.5545371896665,573.4918407174054,-216.00893098697782,3371.8812684949535,528.9980038393035,-36.295373048630296,3646.698806798366,530.4953393763045,201.81831244730415,3703.4010232871137,456.8839549743404,443.81641831108726,3658.235957195582,402.7360200568039,573.0918419642455,3583.0223884911784,399.9582149854987,603.8787804358021,3631.85173027718,397.8936868675591,582.4596743396644,3656.5094011301762,390.59598369830917,-24.613894537295263,3480.138643212673,780.6244478312026,229.83845084091467,3431.2870250497544,832.190784832763,473.32203768014944,3400.6296224696466,808.7753487417151,564.6066218408504,3364.0159892973134,726.9104318120831,590.6819788403385,3392.329328734419,789.7403938275459,587.0369783670759,3351.4299485889505,804.9242779242373,0.21666666666666665
460.4248385852903,3636.150621055683,546.7052281097235,855.3960778731505,3697.1585578876766,548.5423744890734,1267.7677220649964,3797.608751965962,631.4050842046083,1323.4657575561398,3612.8691920067427,558.33819380943,1319.2870949275546,3682.396997999911,523.2078219945024,1294.5829560038,3783.12030759244,636.5597259657338,459.0796376641899,3509.4081863916335,735.6467128350496,878.1442816362922,3552.8169515015475,750.9359129899245,1235.04797020988,3603.5388397825054,729.1412799430775,1316.5667028084374,3511.3727618275143,670.4189654617662,1274.97965749585,3449.8811177331504,710.4951661954416,1271.1703940020852,3620.4223289701367,719.0900071504981,-108.50542478869649,3533.9510016913614,633.6204751421602,-360.743901277234,3428.6882633778705,573.1678273993443,-216.12457637724708,3370.7113333084344,528.7128153529753,-37.49165230571814,3646.4099517832906,530.4071476758212,201.85646883741765,3703.4275792532662,456.89848881518685,444.78914830396434,3658.349330512516,402.6711954376855,575.9805966480366,3587.071806013851,400.83562667654934,604.9300038253245,3635.5185951084845,397.2989432223085,583.9105925253674,3658.188043436551,390.8949701632939,-25.345194936444543,3479.9764981145795,780.5789637700971,228.29034900720893,3431.154630813776,832.1321748521021,473.2833002170261,3398.5544557453113,808.0841699557327,565.7281310028565,3364.2739806773398,726.6330854195019,590.6511882216341,3392.375974464599,789.1721619106314,587.5260552493659,3351.510677174961,805.0051459390916,0.2333333333333333
459.0469759050117,3631.4473819238497,545.0822463655344,854.714592281326,3695.9318738448032,547.6162706883434,1265.4047934352102,3794.5081204628805,630.3764474358446,1324.93845921527,3615.582715610217,560.6561556537134,1321.0243968507002,3685.087761805461,524.0159023385069,1294.712804751166,3782.077054837404,636.2181667233205,459.00220513489796,3509.4353378998057,735.6662154032009,878.2073511435166,3551.675504062296,750.2685297125116,1233.8334571217645,3602.9646801947792,728.891792449678,1317.5394736186554,3513.6966389422996,671.6207764158113,1276.1371395148399,3452.2566670607353,712.5343842059673,1269.9161453687993,3618.3843823235766,717.6417831689441,-108.57731825850593,3533.9983551821592,633.6548073678273,-362.19390881167647,3428.483549529744,573.5200393649839,-216.18738532516593,3372.3112412467817,529.1618131373064,-38.60960995253541,3646.2171231960656,530.3681955774089,201.9997356148239,3703.5730125852037,456.94997122275277,445.8237032535078,3659.6770562381903,403.06498870458745,579.3208842363499,3589.4393168988363,401.51954231364334,605.1172780446536,3636.3526077506817,396.9080913298495,584.5592157320536,3659.274032127119,391.0448231428641,-24.712562144103046,3478.925614802512,779.9794718409378,226.79994485473446,3430.9599368672793,832.0178256419944,473.5167249485524,3395.776858676127,807.2028680685569,566.7191005299777,3364.869254843308,727.2168785532574,590.6227367776651,3392.298920004402,789.1256092169031,587.3739750019255,3351.4199344349518,804.9528291331004,0.24999999999999997
457.96206190008206,3628.655182129038,544.1539335797446,854.8781230588473,3695.6484306274333,547.1924606854348,1263.74860354616,3790.553209584529,629.2698767979746,1326.5117927238211,3618.5859090869626,563.250924992574,1322.144928603156,3684.6931625150937,523.780280776684,1295.1307771156535,3779.9442766947823,636.435882653671,458.650135954944,3510.0015508197407,736.013849155633,878.5103292565085,3551.1109951767958,749.9631829535101,1233.4217670590035,3602.949362210681,728.7683429673531,1316.2595429846874,3509.7716946131663,671.6405461085197,1276.6856983212967,3453.429417500153,713.5996959111322,1269.1069587028012,3616.655804798867,716.477716040654,-108.6022395254848,3534.0208138891808,633.6811872802806,-363.3927785600289,3429.7221059169974,575.0123744493543,-216.18571200559623,3373.3235747738827,529.4419546508451,-38.61573890508243,3646.348757784287,530.4410793055514,202.06991623635093,3703.6810015197707,456.9906327318764,446.48504528931534,3661.3094409443547,403.61458805235424,581.8230063571091,3590.671390765522,401.97364321784073,605.040296135798,3636.2152839417345,396.8399566276409,584.6737924719226,3659.796528339503,391.1012631681814,-23.249649697964294,3477.8703988445614,779.3059955628149,226.53900209386808,3430.59429118939,831.7908844574611,473.70843590366366,3394.08686328388,806.6575481487465,567.1328333352341,3365.1931055547475,727.6583244876891,590.599754555908,3392.228541868576,789.2257343082949,586.7601906057705,3351.169295497758,804.7865948813554,0.26666666666666666
456.99524734581234,3628.6520824539266,544.2865936029525,854.3058100224456,3696.259114371019,547.3452052851861,1262.953125527834,3788.360988651901,628.4978105862845,1327.3817175436825,3620.834199114927,565.222776234603,1321.4960593491646,3682.035556268487,522.8545210236991,1295.496752778643,3779.258578235393,637.4014216129684,457.7576935248129,3511.1449948722593,736.7008588347707,878.2696644105496,3551.532128128215,750.2027508346223,1233.603809258534,3603.12258710449,728.7783649000182,1314.3948478321831,3504.393326745173,671.1402564092541,1276.145526946307,3452.488926414015,712.781512276311,1268.6862578561331,3616.6152654266316,716.4628099240413,-108.58944972628261,3534.0294289295407,633.696964625397,-364.02028201554384,3431.8807067412545,577.0970993188687,-216.08355094798637,3370.10268076101,528.5731961963289,-37.5038504311777,3646.755884998021,530.6034994139187,202.06329834546622,3703.742711044012,457.0233862636443,446.13426439786406,3661.868815835229,403.84832008101574,582.807381553093,3591.0461722942346,402.15161527899994,605.011680700863,3636.215408441089,396.9460156604926,584.6322727255487,3659.972798401343,391.13461500083844,-22.01010244820285,3477.3788722035742,778.9336553763328,227.16945550039435,3430.5027352327634,831.7294342620919,473.76842233593135,3393.6854632556556,806.5059343226108,567.1410678582188,3365.2115057938754,727.760245959432,590.5881303540826,3392.1841249538206,789.278185012455,585.9481818515109,3350.838314383264,804.5589419333239,0.2833333333333333
455.9553506768553,3630.1443232859583,545.0348504851002,851.7994765604747,3696.9139758879014,547.6840201063585,1262.6449869397177,3789.572169670826,628.1021860295493,1327.145297789965,3622.0050891618766,566.2138990311619,1320.0088505742794,3679.7908788344357,522.0326760067159,1295.7691984814196,3782.472725742533,638.9352693423687,456.84888147466705,3512.1703728568273,737.3224146234735,877.2837657347649,3552.9449920329284,750.997009007642,1234.3872001198363,3603.4665461589198,728.8205008539599,1314.1650118007112,3503.887489459379,670.9588380334003,1275.5853089663497,3451.534446961506,711.9122433568683,1268.5397187419849,3618.163429814345,717.4703806598812,-108.57852443440109,3534.032059802387,633.702964731475,-364.2787964015727,3434.299816113618,579.2659489248189,-215.9351379492038,3363.7620361568447,526.8366683652195,-36.303217736199315,3647.1334417771977,530.757482913885,202.02719033702732,3703.778178321159,457.05431075916994,444.83713700136843,3661.2151608409176,403.70162622284465,582.8572815537249,3591.0065294057595,402.169966802329,605.1031988674819,3636.581065359808,397.11213347886894,584.6374208237313,3660.0659764697393,391.18322251949706,-21.47345501255338,3477.6655273046354,779.1640891121173,227.84942192168933,3431.082969566111,832.0754230733476,473.7528141251851,3393.827548070436,806.5247584708729,567.3743179007835,3364.739089125468,727.4693085122152,590.596262103346,3392.129617662708,789.2616564217415,585.5454048058867,3350.6391482036324,804.433097771088,0.3
455.4455331443238,3631.0423811070777,545.4746349136537,848.3463461179326,3696.8678156362575,547.72529420345,1262.0076033701264,3792.4963254212125,627.8141284450265,1325.7552048465816,3621.9082285367904,565.9739780846302,1319.182648271932,3678.9537766860617,521.6917735591501,1295.7889973853612,3789.165631475906,640.9507533257104,456.77357750641926,3512.0998974731056,737.3119057073563,876.0572115483819,3554.6390815724108,751.9680538656237,1235.903417599296,3604.2810652234343,728.7030997912822,1315.2819492121778,3507.3535584593346,670.9443576177936,1276.1541363517981,3452.493287712071,712.8074845920553,1268.7423016758373,3619.8751275026093,718.5712218163599,-108.58622547229182,3534.032917077439,633.7103438887865,-364.3516223942255,3437.0723558146037,581.6492334146152,-215.72874517657408,3358.734115953705,525.4059262364331,-35.72012325411146,3647.2941946146493,530.8411575567286,202.0002643253567,3703.7945471316366,457.0814590936929,443.54494682781586,3660.2825538549996,403.4479773968712,582.7730930822847,3590.960960055523,402.16879773609963,605.1595129825017,3636.636264548727,397.1688949741236,584.7483417635227,3660.208112497726,391.2465780169466,-21.36884069676969,3479.1981853433854,780.5598203071859,228.18666485200563,3431.9286834084164,832.5791207200939,473.72724566058525,3394.0002363990616,806.562313083256,568.085952195182,3363.798727508024,726.9047151027194,590.617339141007,3391.968658684844,789.1906608094492,585.9337100331844,3350.7000921344293,804.5144877584371,0.31666666666666665
455.9905871569889,3630.1645638921227,545.0253068827448,845.9640058937555,3695.751606213967,547.1780226418372,1261.3019004397706,3794.7812062887488,628.004788795802,1323.8854833828088,3621.1164018778027,565.0142666748412,1319.389102581958,3678.978709815112,521.7203015141895,1295.1456252541107,3794.558406420325,642.7431421202706,457.5842397149703,3510.9410933223085,736.6725914618904,875.4577890202142,3555.3311846102883,752.4054129288729,1237.5353889357395,3605.4407773796092,728.3302462700765,1315.462423823323,3508.093032262425,670.3559730799662,1277.6187566653728,3454.175895080966,714.5598159491506,1269.1459180713866,3620.100633529703,718.7226562678201,-108.6016945070497,3534.0459884737847,633.7354750804013,-364.00966056972055,3439.871352566658,583.9075839542098,-215.25273969792755,3358.1333343099295,525.1925039927696,-35.648372250372155,3647.288572563983,530.8610805737275,201.98938855447096,3703.790704286853,457.0935622240695,442.9167503354781,3659.7608449474465,403.2975402171844,582.8688320823064,3591.118830066965,402.2129022381063,604.8191581396143,3634.8053953621215,396.77487395981433,584.8960855339664,3660.3065040116853,391.2840046171335,-21.315690162851915,3482.02073280687,783.2114199595308,228.126183000553,3432.397995887488,832.8521677763863,473.71804130464517,3394.0657533197987,806.5782383376873,568.8536154091314,3362.8977171528772,726.4202359813702,590.6150179319511,3391.5892555047985,789.0475645400545,586.6855586321911,3350.886844179795,804.6903827913441,0.3333333333333333
457.1600893641108,3628.1050725513815,543.9556697390842,845.584245605088,3694.3473857059325,546.4770598354387,1261.3853101356133,3794.553786887138,628.731971240012,1322.8190889985274,3620.467946115744,564.2624746462404,1320.2478947415193,3679.302276909252,521.9376518856992,1294.026163130541,3794.1861783019885,643.2758920901358,458.49147641273123,3509.692009513583,735.9774704960986,875.8516814669392,3554.3311103947763,751.9204081251662,1238.1948457095011,3606.1739430756884,728.0227929783144,1313.8900391418406,3503.612537894769,669.2142575831089,1279.0753652017609,3454.533461600422,715.3748124138403,1269.4420228291997,3618.681946439511,717.8305825835715,-108.61052581086317,3534.0794941777813,633.7785031717485,-362.9670084720799,3442.078061394895,585.4365921442325,-214.3707657045802,3361.9067100030625,526.4788210491764,-35.742746732592714,3647.233860761755,530.8453073861457,201.97639224402474,3703.7800551322794,457.0860656078513,442.82264900985507,3659.666352482408,403.26470491034814,582.9629533817863,3591.5048435205163,402.2940103369887,603.8495864325937,3630.003279798591,395.68459349117984,584.8398613624071,3660.1415313813786,391.23543428677175,-21.223410202070273,3484.7897347392336,785.849492256368,227.68742121638763,3432.2518422058965,832.7579299353025,473.72061723175824,3394.0593491097966,806.580210121973,569.2563763857396,3362.3167815407587,726.0477917405298,590.5794481729943,3391.08366538351,788.8682667662002,587.2107316618516,3350.996727273001,804.7980110110386,0.35
458.18400870109764,3626.4996680443246,543.1010476922006,847.07056475011,3694.0981518752133,546.4110230258945,1261.9248403110228,3790.1658444132736,628.7912999632141,1323.221832346713,3619.6959592833637,563.6833953311052,1321.43002602142,3679.695337397364,522.2256640131973,1293.4426881960771,3789.001344420107,642.5374034640406,458.91098803240584,3509.0643370201897,735.6315277236056,876.7506747723426,3552.369343560712,750.9076552344765,1237.7710280725057,3606.050664824771,728.1952570508547,1311.888887769723,3497.9878584020003,668.3844299751877,1279.692686202669,3453.3952100837364,714.8183817405519,1269.9044844531036,3617.0943930593794,716.869743119025,-108.60174259526825,3534.1138241423128,633.8191047806177,-361.5183740253633,3443.579772232021,586.2394809126533,-213.47115785716161,3368.28236445981,529.3297059416708,-35.81997666585842,3647.1837359644073,530.8153406512756,201.95022201750987,3703.8034419771916,457.0845049465243,442.8939503882173,3659.771598201618,403.28042618887673,582.4291672597866,3591.818835236508,402.30222254955356,602.5854319527195,3623.8310943337196,394.2350048031501,584.1631890256324,3659.426888540833,391.0423694125902,-21.18005605681674,3485.8212035404586,786.8640348341953,227.10803496631178,3431.537277274491,832.330133961836,473.72713932140647,3394.0334410804835,806.5750042338918,569.2053443425459,3361.898636777599,725.3267627677633,590.6327408115617,3391.1979892148074,788.9264829285428,587.4397799782982,3350.9956507935617,804.8123715691275,0.36666666666666664
459.04206975690926,3626.914179055368,543.3690865241842,850.085032517399,3695.2003361903658,547.0057331393587,1262.3906299494092,3783.2888575618194,627.7124965257415,1324.1940792645476,3617.9768081225297,562.4719825712175,1322.4591257999023,3679.9654478554453,522.4238367752727,1293.7152109215256,3782.8264754328493,641.2426260469178,458.86491515978605,3508.991983543985,735.5950358847265,877.4748750251276,3550.877053071226,750.1581451494467,1237.2539147970992,3605.6107726322916,728.7339601445465,1310.4812658174237,3495.054783612913,668.5689718069184,1278.6775703648598,3451.4214546507055,713.0688089242888,1271.0445709966132,3616.6738754316066,716.7205297875704,-108.54251016017766,3534.1126148957683,633.8374790205762,-360.35899923941975,3444.3930754318435,586.5798373038244,-213.08905236189017,3376.2484326920617,533.8301470438424,-35.849022632700525,3647.134417965153,530.7885313257357,201.93463680808333,3703.9312456660728,457.162059247834,442.9239860034528,3659.894990249658,403.2893248155195,580.4743368653225,3591.1268051013126,401.9851143564966,601.6445517509952,3619.5229362174478,393.1478635411969,582.5953984509922,3657.973957024165,390.67019380771177,-21.247370307431993,3484.477481879426,785.6396809203401,226.8912220737339,3430.6499222333946,831.8025098063681,473.73299678279477,3394.0237660869966,806.5591573232363,568.727085400144,3361.699632155822,724.0025981358353,591.0627308092073,3393.5478207231367,789.7925636399766,587.5515745596092,3351.001093271734,804.7998022764741,0.3833333333333333
460.39509596322057,3630.203776008765,545.3885277742695,853.8830159269932,3696.7094520899955,547.7187107606796,1263.026942945573,3778.243347640191,626.5331658489017,1324.3126592420308,3615.161507984093,560.2702857196621,1322.9388735678394,3680.028453234429,522.463435674788,1293.7978847852507,3777.6341995709504,639.8922621812088,458.6310908314125,3509.119917099588,735.6723256612424,877.9305588120988,3550.5318869763573,750.0493975690564,1237.6304731863238,3605.551295149047,729.2968751346116,1309.502444185628,3494.8263296580967,669.6944395935565,1276.0960095520534,3448.763160940448,710.2568937057663,1272.516876409816,3617.5624093637725,717.4340370781124,-108.37414825818398,3534.051480995564,633.8275985643033,-359.80042518885443,3444.566818084255,586.6525921261172,-213.07401630936397,3385.0374996902824,539.1753130820031,-35.853185734861476,3647.1068034003765,530.7854643875775,201.97525705717746,3704.2253191069967,457.4137895205319,442.88190805607303,3659.9175467259556,403.2722237436761,576.9002176746767,3587.7947518324436,400.9931501847196,601.0383857197694,3617.6464618544446,392.6893611253061,580.5674721338676,3656.0883108459457,390.160744035284,-21.39215909934678,3481.5030799981546,782.8696323631328,227.3064229083201,3430.38400201774,831.6494546950312,473.73164598345704,3394.048738685746,806.5308528275846,568.0448356837746,3362.4707273624203,722.7615674450053,592.0522917046089,3399.2099129604576,791.7906958305654,587.5175480876594,3351.088961743491,804.7865616507103,0.39999999999999997
462.6588432457039,3635.137801499687,548.5038804892756,857.1929547182707,3698.031720094767,548.4708387660785,1263.7726325866042,3776.635665352408,626.0261298837631,1323.542055132443,3612.4096286405706,557.9962563571331,1323.0231631679812,3680.066273375108,522.4943578607742,1293.1213301234725,3773.4904406374912,638.5492882737774,458.64147331576123,3509.132397425544,735.7039392598144,878.4992641885568,3550.637433463887,750.1000238720494,1239.2459768676536,3605.859103321587,729.7572673579044,1308.8606942526387,3495.5634436141286,670.9201283635275,1273.743325618442,3446.5195141992654,707.8181644319575,1273.4816935493436,3618.964031012918,718.4344013177534,-108.12840150940237,3533.949771874285,633.7993777075229,-359.72593463679425,3444.402267922867,586.6580406517427,-213.11860258378692,3391.8841293229634,543.2308084001972,-35.8496855980414,3647.2043983370736,530.8272503745236,202.0825350970733,3704.557452968479,457.79711019844524,442.8208554010866,3659.8029735161163,403.24027124691787,572.4403885959956,3580.4626030536647,399.0968063316672,599.91403341119,3614.447707556914,392.4057357379817,579.0036222958321,3654.454505212374,389.62752004205646,-21.501637469765175,3479.0239151800356,780.5384529306668,228.24436589162949,3431.1382220259466,832.1184637895112,473.7281830434913,3394.0984073651657,806.4996507863831,567.7223067702497,3365.4975402410228,722.7992379992783,593.213760100346,3406.2319635060767,794.0125418142825,587.0001012178832,3351.1264555791636,804.6882581808594,0.41666666666666663
465.7306341719523,3637.757592043879,550.1781518161066,859.8075078826671,3699.0964208711994,549.7199358968197,1264.2432412205458,3776.736130724847,626.0918434776504,1322.956509353366,3611.237578409699,557.0085232742699,1323.074270393811,3680.2548090646405,522.6844537530136,1292.656467859998,3770.857784186091,637.1127941557597,459.5927943907179,3508.725860066421,735.541465188301,879.2343818222297,3549.5410045531994,749.0692658953274,1241.4590910794686,3605.7709431696208,729.9230233872713,1309.0532333186115,3496.170031181285,671.4576483281386,1273.7862955869816,3446.8137893796793,708.0459704560634,1273.8620962764148,3619.699428560733,718.9493340363578,-108.14069550682159,3533.9283325574356,633.8063663174921,-360.227473965483,3444.462520292461,586.8366302489804,-213.67142705493632,3394.0940653573352,544.3530090570966,-35.829200506980854,3647.541122897519,530.9230946411924,202.1506963650054,3704.3050908398263,457.8193965518556,442.79968887513996,3659.6504669927563,403.2247231048068,568.0880756771083,3569.7023021528557,396.55676916630756,597.46405298283,3605.330541126292,391.6473619669781,578.3655330819377,3653.4674851778527,389.20778600492605,-21.476907994984096,3478.971805646086,780.4479688696376,229.41234291266773,3432.2920744167322,832.8457412628071,473.7411987372529,3394.14653217942,806.480438200642,568.0974216554491,3371.18443928285,724.2699552799144,593.7016623283062,3410.3018318139193,794.4364878825418,585.7239748219748,3350.8895655260694,804.3911884419667,0.4333333333333333
