right_hand_wrist_x,right_hand_wrist_y,right_hand_wrist_z,right_hand_thumb_cmc_x,right_hand_thumb_cmc_y,right_hand_thumb_cmc_z,right_hand_thumb_mcp_x,right_hand_thumb_mcp_y,right_hand_thumb_mcp_z,right_hand_thumb_ip_x,right_hand_thumb_ip_y,right_hand_thumb_ip_z,right_hand_thumb_tip_x,right_hand_thumb_tip_y,right_hand_thumb_tip_z,right_hand_index_finger_mcp_x,right_hand_index_finger_mcp_y,right_hand_index_finger_mcp_z,right_hand_index_finger_pip_x,right_hand_index_finger_pip_y,right_hand_index_finger_pip_z,right_hand_index_finger_dip_x,right_hand_index_finger_dip_y,right_hand_index_finger_dip_z,right_hand_index_finger_tip_x,right_hand_index_finger_tip_y,right_hand_index_finger_tip_z,right_hand_middle_finger_mcp_x,right_hand_middle_finger_mcp_y,right_hand_middle_finger_mcp_z,right_hand_middle_finger_pip_x,right_hand_middle_finger_pip_y,right_hand_middle_finger_pip_z,right_hand_middle_finger_dip_x,right_hand_middle_finger_dip_y,right_hand_middle_finger_dip_z,right_hand_middle_finger_tip_x,right_hand_middle_finger_tip_y,right_hand_middle_finger_tip_z,right_hand_ring_finger_mcp_x,right_hand_ring_finger_mcp_y,right_hand_ring_finger_mcp_z,right_hand_ring_finger_pip_x,right_hand_ring_finger_pip_y,right_hand_ring_finger_pip_z,right_hand_ring_finger_dip_x,right_hand_ring_finger_dip_y,right_hand_ring_finger_dip_z,right_hand_ring_finger_tip_x,right_hand_ring_finger_tip_y,right_hand_ring_finger_tip_z,right_hand_pinky_mcp_x,right_hand_pinky_mcp_y,right_hand_pinky_mcp_z,right_hand_pinky_pip_x,right_hand_pinky_pip_y,right_hand_pinky_pip_z,right_hand_pinky_dip_x,right_hand_pinky_dip_y,right_hand_pinky_dip_z,right_hand_pinky_tip_x,right_hand_pinky_tip_y,right_hand_pinky_tip_z
-480.6528462794427,3448.8949649134106,461.9376122706087,-472.0941575971723,3465.1582152339533,498.0112050878979,-465.06556984712796,3459.572083225751,532.3086558860609,-455.86600489453843,3450.4559519899085,555.9769243837333,-445.9719226669894,3439.415112610862,569.027130668289,-476.98589876738896,3406.237124913327,549.6707201781135,-435.48797173104344,3414.944733758801,564.583616063565,-407.28395231810754,3422.8677526026363,567.0094391270217,-387.78814015408256,3429.9888041492245,565.9083801100786,-473.7965157560305,3398.473075073095,541.1558691253774,-432.031219527626,3410.688058731364,556.9505421166828,-403.64961205504517,3418.2767535217736,559.7300117189865,-383.0225856331407,3427.0654113383093,559.7914230227457,-466.22226162358135,3394.7798631642486,529.1179810037929,-424.90918054694345,3406.4993516349305,545.3991219149945,-398.13721465936317,3414.077682562507,549.458183093932,-378.56456746375324,3422.115618003165,550.4180066397182,-453.4025944403335,3393.8825358924923,514.7459399899075,-420.25921782221155,3401.2194382305915,529.8000874006678,-401.5011711311673,3409.1136613164854,535.3144711174642,-386.945162991137,3416.8672362539405,538.980846984557
-482.8152424939693,3455.0392038089203,464.9857379101309,-477.24543844555444,3476.302886370372,498.49140291197006,-470.2385841252941,3468.5551446820464,531.9955216086282,-457.75120844576713,3449.6375820826497,554.2497689356949,-446.2027309929422,3435.4593505324638,568.5182462251438,-483.2454714422462,3419.075749033678,550.511430965035,-441.25541312419176,3424.794696868176,564.9100598924654,-413.4773699053585,3433.2163450175112,566.9792542527555,-393.79294326561273,3440.5555816617784,566.074382282775,-477.9111912025573,3405.8921639923215,541.3006361159979,-435.7813221603627,3418.120612403821,556.9262886075663,-408.1550249430029,3427.0347272083136,560.2406370787296,-387.58786485164137,3435.358814058394,560.8341076226318,-467.9901627377915,3397.2184935496757,528.5189634000781,-426.67544181094576,3408.9844058578574,545.126179085851,-400.8377318019964,3417.673541877507,550.4981792171083,-382.101288961614,3426.534616258472,552.9940021439919,-452.7425150214649,3391.445863978279,513.9391458165794,-419.1902898378838,3397.957371716869,529.5493911679698,-400.78103458126566,3405.47217731534,535.4929329967703,-386.47513201133563,3412.9131195417035,539.7095466990565
-483.895158949154,3458.3667573215157,466.97663156139635,-479.379074052095,3480.804433704403,498.8458215086648,-472.7001507157412,3472.0976305914273,531.947424899413,-459.25761740034875,3449.543413555257,553.6646267945097,-446.80479783201406,3434.3517513848997,568.2750288920814,-486.52695573145695,3426.0800717499,551.3051372835847,-444.26928418381465,3429.5173115236194,565.0134043981425,-416.5654960570912,3437.589635452622,566.8135307970718,-396.7184035161291,3444.6578953207077,566.0435225654385,-480.2237402607317,3410.2756375946606,541.7765551552396,-437.7587695821356,3421.614452990375,556.8670251007114,-410.4633348161673,3430.994977655151,560.5051814342743,-389.970188975122,3439.1332028048982,561.5801891943888,-469.25978604465763,3399.0949317310715,528.5310044799892,-427.9237857709872,3410.598400926707,544.959347189358,-402.65217186226613,3420.3010225030894,551.03168203621,-384.4891502477083,3430.0722609111435,554.473299147916,-453.07312171374724,3391.0962060080187,513.6671946181539,-419.5958359020505,3397.7418210005058,529.5219792374728,-401.5212452691223,3405.449731411069,535.8520741907,-387.55253466633684,3413.0828278746076,540.6091126259709
-484.11887429981016,3459.3240478204634,467.86969365934084,-478.40806079725894,3478.4983514040755,499.0616945678746,-472.1962261222165,3469.862293000387,532.0627581158476,-460.154829124312,3449.6419453752565,553.9816073761502,-448.2143304992917,3436.058181813403,568.3459005049396,-486.44297718141354,3426.0473496999184,551.8314913787829,-444.3217866209758,3428.796804972024,564.7657420746731,-416.4089864580049,3435.9719705168727,566.4690488386607,-396.5115199918151,3442.6776856512897,565.8059839425734,-480.47485969889226,3410.6108706252826,542.3911516563945,-437.84687989864153,3420.994577425069,556.6494947275514,-410.51467831422553,3430.067153792402,560.352335100061,-390.2063551440661,3438.487315458643,561.7337194406307,-469.90904022295376,3399.6846629810807,529.0218627378803,-428.42348812455225,3410.8145427021,544.7576027390213,-403.4077544217986,3421.151446488231,550.8084558799251,-385.6565579019237,3431.8057768333933,554.4421343523021,-454.3191186466105,3392.272983138714,513.901853836096,-421.0345431530502,3399.186846635418,529.5118323044132,-403.13442145227935,3407.210967433377,536.0536776500356,-389.4688290588221,3415.2831693739063,541.1824411404625
-484.2947448267784,3459.7009745550727,468.1947045078125,-477.1029261016099,3474.747442778558,499.0985710622207,-471.0788594584309,3466.2232365932355,532.0432018039234,-460.67450130882327,3449.230782239031,554.1561515908425,-450.17308990870265,3438.180328063043,568.4552650899894,-484.97206420307367,3422.523792058343,551.8467802907763,-443.30712406704856,3426.109980840509,564.2207429070675,-415.22653023568154,3432.7357222050446,566.0449191661787,-395.4106294831552,3439.649060801674,565.5737677105691,-479.70223516568825,3408.268441062418,542.6092560688791,-437.2216645085566,3418.845111717488,556.2798402241232,-409.8366273155298,3427.5892695387743,559.9202922352691,-389.79355131057173,3436.557751062862,561.3771032250236,-470.00539363902965,3398.618594793836,529.3360623321527,-428.29917402851146,3409.6983586494007,544.4401369478876,-403.4840192246892,3420.2307271788764,550.185266852859,-386.09843112796455,3431.437448790982,553.6177879978541,-455.394508622473,3392.7922896680084,514.1839780636801,-421.96486735962134,3399.305209908197,529.3506546380249,-404.04070038271067,3407.3176659469495,535.8885190733055,-390.5034371936238,3415.6111547576247,541.118625639716
-484.4949715490231,3459.526696535266,468.131459354155,-477.51550131266566,3473.3476521659236,498.68561013068063,-471.3412217501724,3464.641394482798,531.6046476173863,-461.1846633939627,3448.5340422659547,553.6496364345369,-451.6731603452011,3439.0470151893,568.2717147936764,-484.0387827447259,3419.484304545567,551.2497004847106,-442.762256240357,3423.9329380045288,563.575510752392,-414.7214362316048,3430.6581290471195,565.6705687601841,-395.043400385681,3438.25830338795,565.4835230362789,-478.9830175527108,3405.563465004265,542.1447531708544,-436.83860377632874,3416.954720174268,555.9721963288899,-409.58197444747634,3425.83275585461,559.6229925469746,-389.68446427093295,3435.136047409928,561.0564160606376,-469.73581429129,3396.7342962224157,529.1103932617291,-427.95058073483193,3407.9903531624263,544.2674350426864,-403.37375057210676,3418.703849809978,549.951733042849,-386.1578508070259,3429.971080201832,553.2883995511611,-455.5770489390205,3392.1381650289336,514.2402034880489,-421.91640750396294,3398.416079536434,529.3826841304225,-403.96529687865996,3406.5533850142915,535.8567208381197,-390.431051830658,3414.911793328011,541.017941559651
-484.26363682628465,3458.004367220693,467.65106167032656,-478.2692657359169,3472.8233448166316,497.6763520492873,-472.02502856107725,3464.22483373034,530.6667096735615,-461.4893526449452,3448.0816282384153,552.7476612805107,-452.30407667648336,3439.4230502331025,567.9162065958251,-483.94171467522256,3417.969659667483,550.2315771167739,-442.6645487150332,3422.093019903487,563.095461029213,-414.76668258392044,3429.168883900264,565.4133164148094,-395.2496550156555,3437.280609965247,565.3963621028382,-478.7750720188655,3404.033308252749,541.2989557485587,-436.8245559916264,3415.461527435648,555.9018569826195,-409.78925618865475,3424.755221667415,559.701668559241,-389.8601950918211,3433.998865136879,561.160195391622,-469.5802749106909,3395.7122804902388,528.6319385579664,-427.83036547230415,3406.8015038700046,544.4911352759054,-403.46994150617803,3418.0215863090166,550.4606890643979,-386.18465817781396,3429.120452345013,553.9410165408085,-455.42937523146094,3392.034056655765,514.2343193974751,-421.78459239060226,3398.981766471511,529.9433735366375,-403.96709422934003,3407.855028364096,536.4494422810386,-390.47943574273233,3416.49916108499,541.514841566704
-483.7249627875787,3456.081374890093,467.1504406423633,-477.0629952486687,3470.979733663353,496.6678135527794,-471.13275002190585,3463.1789126498606,529.730889718331,-461.2167412390044,3448.2650034572534,552.1127876065093,-452.79720303255914,3440.8057689556827,567.9046732219391,-484.0620661179885,3417.310076789322,549.418144762418,-442.5020962446096,3420.5025017728035,563.0699052629622,-414.6708429186842,3427.8074704690066,565.3845206021699,-395.345816916359,3435.9385291928256,565.2374078504145,-479.0278582857016,3403.9072158705367,540.7434572738904,-437.02392338174633,3414.680904882161,556.0822022147483,-410.07323376243374,3424.2043562612835,559.9884811273852,-390.10763877033213,3433.2369460166415,561.4723627869035,-469.9435094311085,3396.320679919073,528.4183626992499,-428.12143009177913,3406.9079786581888,544.94624604137,-403.83016070477663,3418.620440346773,551.1828400860037,-386.49736057456886,3429.703795133171,554.7911643446632,-455.8242727906473,3393.4690105699606,514.3949799469825,-422.22012710207485,3401.2068583151176,530.6973153517218,-404.618905707607,3411.0117204695357,537.3067403271805,-391.32311683085015,3420.2545786678047,542.310943738005
-483.68116112370626,3455.874189368702,467.1722956678738,-474.8898633740027,3469.6959692061287,496.60505347083284,-469.3643059617262,3462.772916337274,529.6349960451187,-460.85210421499823,3449.5452645763808,552.2296998694615,-453.68920538839535,3443.0099012631435,568.3632891582579,-484.17018729583594,3417.416584433659,549.4259134972059,-442.44070635733675,3420.434361026625,563.5989836805821,-414.58014788990664,3427.8711383225486,565.7194128926,-395.44003314535667,3435.8129102531866,565.2697636085553,-479.44374429438403,3404.5916773047434,540.8746004913402,-437.433258099081,3415.432417017386,556.4555213317233,-410.30434500025615,3424.796420500901,560.2280864396174,-390.3829149997305,3433.667475137242,561.6177512775334,-470.57756409657856,3397.595780499387,528.6349516387248,-428.6378020001623,3408.2053241705917,545.2933489188488,-404.1347995116059,3419.7797134299294,551.457697879071,-386.89225205642737,3430.923679059654,554.9805333197864,-456.6157480244792,3395.1368766984765,514.6814630085081,-422.83743932566665,3402.993317334337,531.0445510882062,-405.31776750501996,3413.1375897060116,537.7034143747248,-392.22942830349416,3422.840440692624,542.6946304516129
-484.47589351134474,3457.646043563676,467.5835099950431,-475.1893985228387,3472.0975361090022,497.5723593183242,-469.61311815202384,3465.1512601196637,530.5296376143436,-461.414889194423,3451.805586425819,552.9591695794933,-454.35862986743416,3444.4097076464413,568.7000052992861,-484.5714592175171,3418.576360259764,550.1564254068933,-442.94285818795464,3422.317008760576,564.3869327585182,-415.1126500944548,3429.924073655915,566.3029805991246,-396.09964336210203,3437.8028076113997,565.677241517707,-479.7563165082304,3405.4574575514657,541.4504288406617,-437.99213318099726,3417.437681993762,556.9047986657107,-410.5909013826159,3426.4837259056926,560.4041916121574,-390.6535836287187,3435.187877652405,561.6319124905701,-470.8595563685894,3398.259860540454,529.0408650680563,-429.027162956998,3409.793897641642,545.4544520448724,-404.10438214909067,3420.6129687515154,551.3392631089188,-386.8304625125078,3431.4867066620154,554.6987083623196,-456.9270494297618,3395.4876912527134,514.9339697201891,-422.987629096121,3403.1591522418416,530.9233405359375,-405.2956602979121,3412.7714362063207,537.5064366807928,-392.14004625646294,3422.1728254159025,542.5088053943407
