LSL_Time,PLUX_P2_nSeq,PLUX_P2_ECG0,PLUX_P2_EMG1,PLUX_P2_EMG2,PLUX_P2_RIP3
6481.005566592028,1164555.0,0.011900000274181366,0.004679999779909849,-0.004000000189989805,18.447999954223633
6481.006566363951,1164556.0,0.017650000751018524,0.000539999979082495,0.0030900000128895044,18.41699981689453
6481.007566135874,1164557.0,0.021740000694990158,0.0029100000392645597,-0.004540000110864639,18.55299949645996
6481.008565907797,1164558.0,0.02102000080049038,-0.0030900000128895044,-0.000910000002477318,18.47800064086914
6481.009565679719,1164559.0,0.018279999494552612,0.004540000110864639,0.004089999943971634,18.586999893188477
6481.010565451642,1164560.0,0.015270000323653221,-0.0059899999760091305,-0.003809999907389283,18.316999435424805
6481.0115652235645,1164561.0,0.011900000274181366,-0.0016299999551847577,0.0016799999866634607,18.389999389648438
6481.012564995488,1164562.0,0.007369999773800373,-0.000910000002477318,-0.004000000189989805,18.358999252319336
6481.013564767411,1164563.0,0.0018400000408291817,-0.0063599999994039536,0.003449999960139394,18.586999893188477
6481.014564539333,1164564.0,-0.0017099999822676182,0.0059899999760091305,0.000539999979082495,18.743999481201172
6481.015564311256,1164565.0,-0.0008099999977275729,-0.005450000055134296,-0.004089999943971634,18.67099952697754
6481.016564083178,1164566.0,0.000539999979082495,-0.005900000222027302,0.001820000004954636,18.798999786376953
6481.017563855102,1164567.0,-0.0003100000030826777,-0.006719999946653843,-0.006180000025779009,18.854000091552734
6481.018563627024,1164568.0,-0.0008999999845400453,-0.0020000000949949026,-0.001820000004954636,18.878000259399414
6481.019563398947,1164569.0,0.0012600000482052565,-0.002589999930933118,-0.0059899999760091305,18.724000930786133
6481.0205631708695,1164570.0,0.001979999942705035,-0.0034099998883903027,-0.004629999864846468,18.906999588012695
6481.021562942792,1164571.0,0.00107999995816499,0.005270000081509352,-0.003000000026077032,18.634000778198242
6481.022562714716,1164572.0,0.004579999949783087,0.0027199999894946814,9.000000136438757e-05,18.952999114990234
6481.023562486638,1164573.0,0.00773000018671155,0.0013599999947473407,0.0030900000128895044,18.951000213623047
6481.024562258561,1164574.0,0.010599999688565731,0.002859999891370535,-0.0063599999994039536,19.006000518798828
6481.025562030483,1164575.0,0.007639999967068434,-0.002360000042244792,0.0031799999997019768,19.135000228881836
