LSL_Time,Video_P2_Channel 1
6772.556169216615,33041.0
6772.558244425373,33041.0
6772.560319634132,33041.0
6772.56239484289,33041.0
6772.564470051649,33042.0
6772.566545260406,33042.0
6772.568620469165,33042.0
6772.570695677923,33042.0
6772.572770886682,33042.0
6772.57484609544,33042.0
6772.576921304199,33042.0
6772.578996512956,33042.0
6772.581071721715,33043.0
6772.583146930473,33043.0
6772.5852221392315,33043.0
6772.58729734799,33043.0
6772.589372556748,33043.0
6772.591447765506,33043.0
6772.5935229742645,33043.0
6772.595598183023,33043.0
6772.597673391781,33044.0
6772.599748600539,33044.0
6772.6018238092975,33044.0
6772.603899018056,33044.0
6772.605974226814,33044.0
6772.608049435573,33044.0
6772.61012464433,33044.0
6772.612199853089,33044.0
6772.614275061847,33045.0
6772.616350270606,33045.0
6772.618425479364,33045.0
6772.620500688123,33045.0
6772.62257589688,33045.0
6772.624651105639,33045.0
6772.626726314397,33045.0
6772.628801523156,33045.0
6772.630876731914,33046.0
6772.632951940672,33046.0
6772.63502714943,33046.0
6772.637102358189,33046.0
6772.639177566947,33046.0
6772.641252775706,33046.0
6772.643327984464,33046.0
6772.645403193222,33046.0
6772.64747840198,33047.0
6772.649553610739,33047.0
6772.651628819497,33047.0
6772.653704028256,33047.0
6772.655779237013,33047.0
6772.657854445772,33047.0
6772.65992965453,33047.0
6772.6620048632885,33047.0
6772.664080072047,33048.0
6772.666155280805,33048.0
6772.668230489563,33048.0
6772.6703056983215,33048.0
6772.67238090708,33048.0
6772.674456115838,33048.0
6772.676531324596,33048.0
6772.6786065333545,33048.0
6772.680681742113,33049.0
6772.682756950871,33049.0
6772.68483215963,33049.0
6772.686907368388,33049.0
6772.688982577146,33049.0
6772.691057785904,33049.0
6772.693132994663,33049.0
6772.695208203421,33049.0
6772.69728341218,33050.0
6772.699358620937,33050.0
6772.701433829696,33050.0
6772.703509038454,33050.0
6772.705584247213,33050.0
6772.707659455971,33050.0
6772.70973466473,33050.0
6772.711809873487,33050.0
6772.713885082246,33051.0
6772.715960291004,33051.0
6772.718035499763,33051.0
6772.720110708521,33051.0
6772.722185917279,33051.0
6772.724261126037,33051.0
6772.726336334796,33051.0
6772.728411543554,33051.0
6772.730486752313,33052.0
6772.732561961071,33052.0
6772.734637169829,33052.0
6772.736712378587,33052.0
6772.7387875873455,33052.0
6772.740862796104,33052.0
6772.7429380048625,33052.0
6772.74501321362,33052.0
6772.7470884223785,33053.0
6772.749163631137,33053.0
6772.751238839895,33053.0
6772.753314048654,33053.0
6772.7553892574115,33053.0
6772.75746446617,33053.0
6772.759539674928,33053.0
6772.761614883687,33053.0
6772.763690092445,33054.0
6772.765765301203,33054.0
6772.767840509961,33054.0
6772.76991571872,33054.0
6772.771990927478,33054.0
6772.774066136237,33054.0
6772.776141344995,33054.0
6772.778216553753,33054.0
6772.780291762511,33055.0
6772.78236697127,33055.0
6772.784442180028,33055.0
6772.786517388787,33055.0
6772.788592597544,33055.0
6772.790667806303,33055.0
6772.792743015061,33055.0
6772.79481822382,33055.0
6772.796893432578,33056.0
6772.798968641337,33056.0
6772.801043850094,33056.0
6772.803119058853,33056.0
6772.805194267611,33056.0
6772.80726947637,33056.0
6772.809344685128,33056.0
6772.811419893886,33056.0
6772.813495102644,33057.0
6772.815570311403,33057.0
6772.817645520161,33057.0
6772.8197207289195,33057.0
6772.821795937677,33057.0
6772.8238711464355,33057.0
6772.825946355194,33057.0
6772.8280215639525,33057.0
6772.830096772711,33058.0
6772.8321719814685,33058.0
6772.834247190227,33058.0
6772.836322398985,33058.0
6772.838397607744,33058.0
6772.840472816502,33058.0
6772.842548025261,33058.0
6772.844623234018,33058.0
6772.846698442777,33059.0
6772.848773651535,33059.0
6772.850848860294,33059.0
6772.852924069052,33059.0
6772.85499927781,33059.0
6772.857074486568,33059.0
6772.859149695327,33059.0
6772.861224904085,33059.0
6772.863300112844,33060.0
6772.865375321602,33060.0
6772.86745053036,33060.0
6772.869525739118,33060.0
6772.871600947877,33060.0
6772.873676156635,33060.0
6772.875751365394,33060.0
6772.877826574151,33060.0
6772.87990178291,33061.0
6772.881976991668,33061.0
6772.884052200427,33061.0
6772.886127409185,33061.0
6772.888202617943,33061.0
6772.890277826701,33061.0
6772.89235303546,33061.0
6772.894428244218,33061.0
6772.8965034529765,33062.0
6772.898578661734,33062.0
6772.9006538704925,33062.0
6772.902729079251,33062.0
6772.9048042880095,33062.0
6772.906879496768,33062.0
6772.908954705526,33062.0
6772.911029914284,33062.0
6772.913105123042,33063.0
6772.915180331801,33063.0
6772.917255540559,33063.0
6772.919330749318,33063.0
6772.921405958075,33063.0
6772.923481166834,33063.0
6772.925556375592,33063.0
6772.927631584351,33064.0
6772.929706793109,33064.0
6772.931782001868,33064.0
6772.933857210625,33064.0
6772.935932419384,33064.0
6772.938007628142,33064.0
6772.940082836901,33064.0
6772.942158045659,33064.0
6772.944233254417,33065.0
6772.946308463175,33065.0
6772.948383671934,33065.0
6772.950458880692,33065.0
6772.952534089451,33065.0
6772.954609298208,33065.0
6772.956684506967,33065.0
6772.958759715725,33065.0
6772.960834924484,33066.0
6772.962910133242,33066.0
6772.964985342,33066.0
6772.967060550758,33066.0
6772.969135759517,33066.0
6772.971210968275,33066.0
6772.9732861770335,33066.0
6772.975361385792,33066.0
6772.9774365945495,33067.0
6772.979511803308,33067.0
6772.9815870120665,33067.0
6772.983662220825,33067.0
6772.985737429583,33067.0
6772.987812638341,33067.0
6772.989887847099,33067.0
6772.991963055858,33067.0
6772.994038264616,33068.0
6772.996113473375,33068.0
6772.998188682133,33068.0
6773.000263890891,33068.0
6773.002339099649,33068.0
6773.004414308408,33068.0
6773.006489517166,33068.0
6773.008564725925,33068.0
6773.010639934682,33069.0
6773.012715143441,33069.0
6773.014790352199,33069.0
6773.016865560958,33069.0
6773.018940769716,33069.0
6773.021015978474,33069.0
6773.023091187232,33069.0
6773.025166395991,33070.0
6773.027241604749,33070.0
6773.029316813508,33070.0
6773.031392022265,33070.0
6773.033467231024,33070.0
6773.035542439782,33070.0
6773.037617648541,33070.0
6773.039692857299,33070.0
6773.041768066058,33071.0
6773.043843274815,33071.0
6773.045918483574,33071.0
6773.047993692332,33071.0
6773.0500689010905,33071.0
6773.052144109849,33071.0
6773.054219318607,33071.0
6773.056294527365,33071.0
6773.0583697361235,33072.0
6773.060444944882,33072.0
6773.06252015364,33072.0
6773.064595362399,33072.0
6773.0666705711565,33072.0
6773.068745779915,33072.0
6773.070820988673,33072.0
6773.072896197432,33072.0
6773.07497140619,33073.0
6773.077046614948,33073.0
6773.079121823706,33073.0
6773.081197032465,33073.0
6773.083272241223,33073.0
6773.085347449982,33073.0
6773.087422658739,33073.0
6773.089497867498,33073.0
6773.091573076256,33074.0
6773.093648285015,33074.0
6773.095723493773,33074.0
6773.097798702532,33074.0
6773.099873911289,33074.0
6773.101949120048,33074.0
6773.104024328806,33074.0
6773.106099537565,33074.0
6773.108174746323,33075.0
6773.110249955081,33075.0
6773.112325163839,33075.0
6773.114400372598,33075.0
6773.116475581356,33075.0
6773.118550790115,33075.0
6773.120625998872,33075.0
6773.122701207631,33075.0
6773.124776416389,33076.0
6773.1268516251475,33076.0
6773.128926833906,33076.0
6773.1310020426645,33076.0
6773.133077251422,33076.0
6773.1351524601805,33076.0
6773.137227668939,33076.0
6773.139302877697,33076.0
6773.141378086456,33077.0
6773.1434532952135,33077.0
6773.145528503972,33077.0
6773.14760371273,33077.0
6773.149678921489,33077.0
6773.151754130247,33077.0
6773.153829339006,33077.0
6773.155904547763,33077.0
6773.157979756522,33078.0
6773.16005496528,33078.0
6773.162130174039,33078.0
6773.164205382797,33078.0
6773.166280591555,33078.0
6773.168355800313,33078.0
6773.170431009072,33078.0
6773.17250621783,33078.0
6773.174581426589,33079.0
6773.176656635346,33079.0
6773.178731844105,33079.0
6773.180807052863,33079.0
6773.182882261622,33079.0
6773.18495747038,33079.0
6773.187032679138,33079.0
6773.189107887896,33079.0
6773.191183096655,33080.0
6773.193258305413,33080.0
6773.195333514172,33080.0
6773.19740872293,33080.0
6773.199483931688,33080.0
6773.201559140446,33080.0
6773.203634349205,33080.0
6773.205709557963,33080.0
6773.2077847667215,33081.0
6773.209859975479,33081.0
6773.2119351842375,33081.0
6773.214010392996,33081.0
6773.2160856017545,33081.0
6773.218160810513,33081.0
