nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
-391.8991700112354,3551.138357306806,737.6995373823294,-397.8755226252973,3571.8558365090767,779.9964795315394,-396.8535041249747,3593.0153553665987,785.788555022454,-393.631256204905,3609.4371442172155,790.2443880431779,-417.92223405361716,3533.9102371793097,769.7181255035621,-427.8456968730969,3523.0761962191946,767.3595219007896,-441.1075567134218,3519.7259471835205,766.8283243154011,-442.66887237706726,3687.712592051245,793.5933796490967,-504.53402290385907,3572.654491777014,766.0885822387006,-402.769993778835,3608.17951496646,720.0892306570886,-422.99401988625954,3559.7761822263155,709.2941763550614,-370.36894636897114,3844.048274978679,636.0369784645045,-648.3428538185792,3663.5309861444225,556.8447058886328,-317.4696668166638,3965.7065458288585,374.10281534647936,-687.8187312781633,3725.508310098406,274.0952346720456,-241.6773736661349,3980.109719772309,120.8766679584507,-611.0514043369024,3739.0827827792837,25.725104556311404,-227.2175505284214,3999.296993368215,39.2977683008885,-595.4695232073154,3741.567706633839,-48.95527608346928,-229.1085462045217,3959.2903932222603,39.716572982244045,-554.8384617577609,3730.6177902028317,-34.04250676713982,-243.47227628385468,3947.1309606543127,63.94778009635969,-550.1838755631818,3731.5930404494547,-7.781736404193708,-388.70370929351105,3938.429986956142,88.17872691729306,-544.9268484963018,3837.6875388542576,57.15192073435409,-399.45017111635735,4079.9247217641864,-257.07701451971565,-536.9122235471445,3975.433026660094,-290.2744842565946,-436.1810718758074,4271.758035707481,-591.812914068595,-562.1409110050807,4183.147521172653,-617.9832374167056,-482.11426319686336,4349.152010101869,-640.6319001905521,-588.8384268873874,4281.951773602431,-660.362181725757,-322.97977738462464,4163.4534721911405,-703.1803027040667,-468.9152138781739,4053.5924482825553,-740.9982004820321
-392.47802754492585,3552.0045678800716,737.7361477618184,-398.01810945096474,3571.8034249106568,780.1508868239283,-396.5244231161133,3592.507147256683,786.0452990183287,-393.31570094053325,3608.8096252830137,790.6571908133785,-418.0938735113064,3534.407324249769,769.8565118243037,-429.0272930233932,3525.062824898087,767.7650647097524,-442.3279291137874,3521.317830113658,767.1283301155866,-441.4117044578361,3685.6193524913238,793.7784096686203,-504.5611563353655,3572.6037468315435,766.222091659724,-403.6393849184437,3609.185562866587,720.1523569243682,-424.7847209088885,3563.2535554612123,709.8083407311217,-370.8028836271865,3844.5763957701665,636.1611621395597,-647.1191377094584,3662.2109422642325,557.265058407605,-314.7410816669153,3960.654920803551,373.6331088958505,-686.6574186412832,3721.58418150001,275.8042285586526,-241.85598428670744,3976.5123012042377,119.77552974453957,-609.4471728614092,3736.6833301523266,24.93239373068059,-227.8924291364073,3995.978260881321,39.051065649221755,-596.508307672082,3741.5228720656523,-48.978929906929615,-232.46623991871715,3963.414680098813,39.428235940605596,-555.4605891915546,3731.2987669738177,-35.19511172648912,-245.56224525227694,3949.3185744443476,63.80284495483752,-550.549338427244,3732.2432831017536,-8.657871729865601,-388.17602553907767,3938.1997709436514,88.9765171419942,-545.0356831387733,3838.435756355331,58.60976540515465,-399.62678971244156,4080.1648452696945,-257.01122044513704,-538.7085895988586,3982.052370086785,-289.0336291894867,-435.587585571399,4271.128974998473,-592.2658644715414,-562.6970049668263,4188.643282874162,-616.6046348393297,-481.51081897018526,4344.614805507887,-642.1551255708141,-589.3698655585436,4283.0392976481935,-661.492106006582,-322.78961780199694,4163.701030724489,-704.8171485024047,-469.576146413342,4056.4829626909705,-741.7335823137071
-392.8925918935262,3552.604281218015,737.7241758714631,-398.1077760894939,3571.75456049621,780.2637482385147,-396.29258978269286,3592.1643809294005,786.2432147851875,-393.0775263602631,3608.345247698644,790.9613284445333,-418.19991453252965,3534.7397648959554,769.9293875631625,-429.84404114834183,3526.4450960877484,768.0321211215152,-443.1900426241476,3522.4570375983867,767.3257401058016,-440.35086960687875,3683.839595985918,793.876836766541,-504.5332728311569,3572.542672161101,766.2879517898141,-404.25531511708476,3609.9486489964092,720.176658325339,-426.0383600573373,3565.7854701592987,710.1435680011205,-371.085257575347,3845.036284626287,636.2383834393252,-646.4011217766779,3661.4406647113965,557.552741135883,-312.5853123617351,3956.8547615311268,373.21731105431354,-685.5184649796532,3718.1796699472093,276.87063976516976,-242.0704440205328,3974.113769405454,118.85988808644781,-608.1872245223028,3734.7038167891756,24.54531222689257,-228.67144374213794,3994.055912332846,38.76348892477858,-597.1510439827334,3741.1391354866946,-48.6770998319971,-235.15965117079966,3966.5952854282755,39.123368128084856,-555.9808513457052,3731.7127892580465,-35.79100963123602,-247.32021043946497,3951.1490185552443,63.63854418116742,-550.8309102769836,3732.6830051171564,-9.100812012777993,-387.6353769825889,3937.9624063203355,89.61693474998918,-545.059688962444,3838.7817663139,59.491721772541204,-399.9140834494205,4080.691549653027,-257.12008266184847,-540.9146147849451,3987.751730554527,-288.75313515528126,-435.04037554325043,4270.615138976563,-592.5766332390425,-562.7117095243045,4192.120599692948,-615.3746321171384,-481.0140009183319,4341.201930811302,-643.1343313366206,-589.4689167013669,4283.501432816299,-661.7594606701213,-322.63812200416845,4163.726492474629,-705.8979143257009,-470.3701771322627,4059.5598054101965,-742.3393420753226
-393.1171353559848,3552.9083794371927,737.6713992293825,-398.14321065079787,3571.702033184858,780.331330044491,-396.1637067128329,3591.993293258806,786.3627927445482,-392.9253242772665,3608.071041623971,791.1266199484286,-418.23621432885335,3534.893207338592,769.9419380358797,-430.2462078842508,3527.140341775778,768.1521077047094,-443.6212942020157,3523.049137309601,767.4095092843925,-439.58142655526035,3682.5214260646044,793.8813837241161,-504.4530080395589,3572.475035672329,766.2895924989241,-404.58232091158055,3610.3917315179924,720.1692007115405,-426.67085305154694,3567.1734044130217,710.2810502527416,-371.2786117458703,3845.47603001929,636.249942076596,-646.2048543195207,3661.2257607564457,557.6849836891124,-311.31338440424935,3954.843598035287,372.87297132857253,-684.4907237951842,3715.6457477588247,277.21635518473397,-242.27428890887637,3972.9513581460283,118.25393444796076,-607.3234070860474,3733.3111369765593,24.572137241074852,-229.4164892848297,3993.451504197105,38.49191701954747,-597.3336786491051,3740.43676004612,-48.148683389256135,-236.9049648194881,3968.4154854447684,38.86668034600112,-556.3484507053389,3731.841895849408,-35.84237193940064,-248.55187398579125,3952.338550665061,63.49030567520804,-551.0078575656352,3732.9412001936876,-9.106188888362857,-387.1058045718925,3937.796020176094,89.90251679221909,-545.0174488326716,3838.854790933081,59.68867195843464,-400.2283056115435,4081.4190437333486,-257.40023278234196,-543.1757979434598,3991.9586089014697,-289.491858662955,-434.64396798501974,4270.26620249988,-592.7586577282024,-562.3017107023252,4193.4026107140635,-614.5872969926298,-480.5991236468364,4338.80384176649,-643.5299326205493,-589.2839363989754,4283.641743557155,-661.4897710237357,-322.6389548482817,4163.796584055071,-706.4440731103737,-471.1757062158441,4062.271125711001,-742.8255415582671
-393.23718064322173,3553.0762599978243,737.6180933098335,-398.1588640771434,3571.6345134363255,780.3759904935613,-396.0744717124574,3591.8789620460025,786.4195489933968,-392.8153089467516,3607.8954679640206,791.1904747215577,-418.2512779636007,3534.9786935234583,769.9455992185831,-430.456114776762,3527.5184883378583,768.216656226884,-443.8175746656394,3523.3448989559133,767.4425898739211,-439.0818279589626,3681.610210594206,793.8415808112816,-504.3904948944228,3572.4445169913,766.2727928113546,-404.73883289862357,3610.589544154176,720.157398183031,-426.9719766281572,3567.8922958777366,710.3259110316176,-371.5213759143443,3845.9492772031253,636.2155373044745,-646.1891842482578,3661.1733503418204,557.7382000314485,-310.84347445016215,3954.253299386593,372.60982809780097,-683.7094523127587,3714.0100209728316,277.22478810759145,-242.39609667815262,3972.1712611572802,117.97413315073908,-606.6640883180528,3732.3872005530384,24.730050555973875,-229.90572642083455,3993.116084426635,38.341468653735035,-597.289166927754,3739.668948304932,-47.74973073911695,-237.87682704074217,3969.1048661650507,38.749960448856264,-556.5707416501484,3731.8394014976675,-35.76648334301126,-249.31420043864804,3952.8698958726272,63.41879272972095,-551.0996432625802,3733.1796790016147,-8.99063006681208,-386.61798652364695,3937.701599256554,89.81188164528301,-544.9493344777044,3838.972022512367,59.51608173968451,-400.4202995798436,4082.071265075499,-257.79998574948536,-544.7621643974746,3994.563023996196,-290.5734769874089,-434.47801762105155,4270.049621650516,-592.9604924238414,-561.9888097140064,4193.837160834794,-614.3867218882837,-480.1944303844526,4336.639770016371,-643.7101588808346,-589.2594376021154,4284.230604055834,-661.5687686055112,-322.8384378794896,4164.312433587979,-706.864969100598,-471.75793199368377,4063.8788249608965,-743.2108386397243
-393.3349727228172,3553.2260910793266,737.580965844974,-398.1726709125252,3571.5161037695752,780.4033104601734,-395.9777669400451,3591.7087298642446,786.4304326586558,-392.7157112252056,3607.7128188395554,791.1958724236601,-418.28196829285326,3535.0725460630365,769.9666799916279,-430.66795824995717,3527.895045464133,768.2918676889965,-443.9855146230958,3523.6059041985545,767.4771969666687,-438.7865228863107,3680.9741613702313,793.7994332554873,-504.4168931418986,3572.5063616721004,766.2636283912865,-404.83923584789545,3610.6726271290536,720.145076309895,-427.22230761108545,3568.452101026154,710.3622790521431,-371.806611527487,3846.3908682746646,636.1702908301834,-646.122034258985,3661.012529829274,557.7818352242165,-310.8247287996914,3954.2803032358056,372.43987027156277,-683.260589591162,3713.0458938100855,277.2148842152036,-242.4848856714086,3971.2754023528446,117.93424175806429,-606.0426077260342,3731.6902396308524,24.82352451917935,-230.14326069778983,3992.562140386793,38.35484575814747,-597.2321052475525,3738.9605066294057,-47.63206003801606,-238.48395202678498,3969.275117855542,38.79441375413635,-556.6789360456235,3731.7831144487923,-35.82957692544368,-249.89095271228604,3953.1252344221307,63.450235022770244,-551.118347848482,3733.437743580395,-8.979387194915667,-386.18897855964525,3937.5436879361873,89.60066684639345,-544.8652454051055,3839.177193679604,59.317753917443355,-400.50248681552904,4082.557089193018,-258.3856458437826,-545.5184772846653,3995.966275699381,-291.4770122642056,-434.47150971412657,4269.8840976742185,-593.2551411868369,-562.0092784968633,4194.493275476729,-614.5181276295212,-479.79617655762746,4334.464468032321,-643.9311152021381,-589.4764091996424,4285.339367911796,-662.1410025500107,-323.0604152900869,4165.131367013886,-707.3693344705524,-472.0711678559401,4064.4083876418263,-743.4239432278341
-393.443344491703,3553.354751042595,737.5500466054629,-398.1768738575205,3571.3055837412885,780.3966193088527,-395.878575711166,3591.4501806183957,786.4037200034269,-392.6299176088122,3607.482696591439,791.1670258446416,-418.3205962046514,3535.150371292891,769.9910318765732,-430.886892324587,3528.2651590055893,768.369325702613,-444.17210940180655,3523.8759682226705,767.5166862709851,-438.6200277941683,3680.509908619437,793.7660967298294,-504.5247383335058,3572.651669496858,766.2592470724885,-404.9631517488249,3610.7761933120723,720.1227628051478,-427.5084562476352,3569.033983180436,710.4021266597365,-372.03507218260495,3846.7109956938866,636.131401007198,-646.0185264044546,3660.764592858503,557.8157897622207,-310.9217829092495,3954.3360207082383,372.3340807739379,-683.0965342663468,3712.51573387521,277.19986134490676,-242.6970342558913,3970.5971940813033,118.00275718713677,-605.4527235304837,3731.0410519855077,24.871027143754493,-230.33905630580804,3992.153095479955,38.48021498125199,-597.177939727352,3738.2514327186395,-47.63636763045612,-239.05805582722033,3969.5015119196264,38.937427645414296,-556.7023062083567,3731.620907666709,-35.964913773074024,-250.5615691083343,3953.6315065857534,63.55865751955646,-551.0772827019331,3733.6168067430103,-9.050582958955577,-385.85148415089225,3937.2655568083464,89.53982032811052,-544.8361257421865,3839.4088525740044,59.22632726383592,-400.6057587513875,4082.9635067807108,-259.19674891821296,-546.0216861496087,3996.992736625513,-292.2610686612036,-434.440669178363,4269.6234884535215,-593.4777358332956,-562.1575859770352,4195.250217436484,-614.5960068530262,-479.40253864640147,4332.429664049064,-644.0475275181432,-589.6022968534464,4286.20576631218,-662.5975402000813,-323.0532207523384,4165.649981441849,-707.7834135119127,-472.2736679639214,4064.540278710534,-743.4459390905095
-393.5581625004927,3553.458882658517,737.5224244443951,-398.16854731420796,3571.0499445018486,780.3599551261195,-395.7998308790421,3591.1716053855585,786.3606437648174,-392.56361435177797,3607.243293721374,791.1286967497123,-418.3444362320775,3535.1912383529493,770.003201472027,-431.03642319779124,3528.5206681268546,768.4210794635736,-444.32371700499607,3524.0837419111926,767.5439022923409,-438.4508525347367,3680.0819367402105,793.726612113769,-504.63119202560085,3572.787479226002,766.2437796863459,-405.1420464328851,3610.9794089201628,720.0992044048659,-427.7958885124698,3569.6476804764256,710.4442260304489,-372.1740248676041,3846.9108941984287,636.0926743591114,-645.9066245383965,3660.4889243594325,557.8254373735139,-310.9865822173432,3954.280008939356,372.2304708777487,-683.0365530693183,3712.235882207484,277.1064267426605,-243.06899035531427,3970.498917909082,118.05904795523654,-604.9524561206701,3730.400669475541,24.933155753285362,-230.6191565861711,3992.0705193564195,38.60550301924922,-597.0586905765049,3737.527777116494,-47.581005164862866,-239.66069289646657,3969.9683865956604,39.073256371333,-556.6704851677491,3731.318375573867,-36.03277556835634,-251.33105614978095,3954.5264418983215,63.67359975836693,-551.0150888202027,3733.6734440149644,-9.109214562870429,-385.6257389166462,3936.9518497812323,89.65733704919157,-544.9589890840922,3839.700139889963,59.225874756901064,-400.76891856302075,4083.321387464794,-260.02306007372164,-546.8183639149715,3998.352290534638,-293.1422398628294,-434.29042429887994,4269.058661564011,-593.3549125774505,-562.1890463344872,4195.558089942656,-614.4843617240878,-478.9597135849427,4330.273197468604,-643.7444599314805,-589.4199021814867,4286.286073494356,-662.5577591736405,-322.78897022016923,4165.542624860292,-707.8637800849839,-472.49243528414604,4064.767190666674,-743.3972453644177
-393.6424210064362,3553.5930408343725,737.5067777993581,-398.15281016985824,3570.8659950798838,780.3330522437537,-395.73832366277475,3590.9604219278376,786.3375286006531,-392.49801984410925,3607.0392826348207,791.111269423209,-418.3471141273188,3535.2459080491813,770.0057777077835,-431.09749150186684,3528.6907067360676,768.4459466356295,-444.4055613986061,3524.2221995166856,767.5511661384983,-438.13645295229185,3679.501208734219,793.6566372985346,-504.65908691731613,3572.812669052077,766.1977539215154,-405.3062367234978,3611.2337100766154,720.092625245696,-428.0349722950976,3570.331982410394,710.5087543017958,-372.2449611518673,3847.01939571838,636.0434341963156,-645.7031130422538,3660.11430018535,557.8528393575187,-311.0150476037445,3954.229166052358,372.1058004987906,-682.8815087274485,3711.9807567207226,277.00300924568694,-243.4136191874833,3970.6951685461127,118.02523653177259,-604.5400726484065,3729.816699298286,24.980182666077944,-230.92187204319117,3991.8722590634698,38.6163474774042,-596.879203307319,3736.9119568792194,-47.47721269172495,-240.13233736709554,3970.437008841739,39.10431874151474,-556.6109469802369,3730.941677931569,-36.03277816064095,-251.93571073497856,3955.3941863734844,63.71212467543696,-550.9692078917068,3733.6888071555095,-9.142326565125725,-385.45252405828717,3936.6351900142627,89.79553386163272,-545.1662875163503,3839.976456507482,59.26651711437074,-400.89653373776184,4083.5818851530566,-260.54359746973535,-547.835097985232,4000.023674697679,-294.0315951677209,-434.1075946903457,4268.099196186837,-592.8183333027366,-562.1035591124333,4195.400214849748,-614.2915359041558,-478.485140067098,4327.633710637941,-642.9639854840482,-589.0977016436433,4285.914629546551,-662.2728822421748,-322.4782779544923,4165.068337906141,-707.6155348960974,-472.70083395274963,4065.0645668883226,-743.3982311710178
-393.66726140088537,3553.77277146337,737.5075168599551,-398.13086764457313,3570.784546871379,780.3457445908634,-395.6783174711849,3590.8174634656216,786.3532764727623,-392.41970949038057,3606.858735227616,791.1277050017741,-418.34010502568805,3535.349487462433,770.0097941247318,-431.11874430510994,3528.8670721884646,768.4622964715682,-444.4399847592876,3524.343791184179,767.5473357383095,-437.69293078002227,3678.725936384553,793.558337838724,-504.6131589845776,3572.734291264708,766.1273716213951,-405.35733803321034,3611.412773684291,720.1029152944018,-428.20465250696435,3571.0670889822627,710.6019094217736,-372.265713192236,3847.0519543784512,635.9856829218108,-645.3613020770397,3659.5835508113287,557.9560903482263,-311.03153307395485,3954.304291649526,371.991788752951,-682.5873022977489,3711.581274707273,277.0113157544691,-243.55826658848596,3970.674056360155,117.9083709784685,-604.1766386584541,3729.3346126467463,24.969896803869304,-231.1779849709547,3991.2429433119296,38.488567652385726,-596.7167188139982,3736.525224067058,-47.42753172471725,-240.35282749687173,3970.590496932405,39.019820587776465,-556.5423090058067,3730.595698177458,-36.03624186852093,-252.18177840451855,3955.7672726342234,63.66104572768953,-550.9334843322171,3733.7296493019753,-9.174571137367598,-385.2518761674696,3936.279431010301,89.83653741003754,-545.2585267234874,3840.0264344299667,59.29223777624255,-400.8915098908393,4083.726166368254,-260.6831640328608,-548.6121152904823,4001.3204894734126,-294.67315972849264,-433.97892898677185,4266.923961245704,-592.1317276205382,-562.0268206643627,4195.224314792219,-614.1435150500198,-478.1032018255372,4324.914616630208,-642.042633685138,-588.8766135336293,4285.739726060901,-662.1302330937367,-322.2923615809057,4164.6548859261475,-707.2974397310459,-472.81474825965375,4065.2486561162405,-743.4451410741756
