LSL_Time,Video_P1_Channel 1
6604.759389388298,20367.0
6604.761446034859,20367.0
6604.7635026814205,20367.0
6604.765559327982,20367.0
6604.767615974543,20367.0
6604.769672621105,20368.0
6604.771729267667,20368.0
6604.773785914228,20368.0
6604.77584256079,20368.0
6604.777899207352,20368.0
6604.779955853913,20368.0
6604.782012500475,20368.0
6604.7840691470365,20368.0
6604.786125793597,20369.0
6604.788182440159,20369.0
6604.79023908672,20369.0
6604.792295733282,20369.0
6604.794352379844,20369.0
6604.796409026405,20369.0
6604.798465672967,20369.0
6604.800522319529,20369.0
6604.80257896609,20370.0
6604.8046356126515,20370.0
6604.806692259213,20370.0
6604.808748905774,20370.0
6604.810805552336,20370.0
6604.812862198898,20370.0
6604.814918845459,20370.0
6604.816975492021,20370.0
6604.819032138583,20371.0
6604.821088785144,20371.0
6604.823145431706,20371.0
6604.8252020782675,20371.0
6604.827258724828,20371.0
6604.82931537139,20371.0
6604.831372017951,20371.0
6604.833428664513,20371.0
6604.835485311075,20372.0
6604.837541957636,20372.0
6604.839598604198,20372.0
6604.84165525076,20372.0
6604.843711897321,20372.0
6604.8457685438825,20372.0
6604.847825190444,20372.0
6604.849881837005,20372.0
6604.851938483567,20373.0
6604.853995130129,20373.0
6604.85605177669,20373.0
6604.858108423252,20373.0
6604.860165069813,20373.0
6604.862221716375,20373.0
6604.864278362937,20373.0
6604.866335009498,20373.0
6604.868391656059,20373.0
6604.870448302621,20373.0
6604.872504949182,20373.0
6604.874561595744,20373.0
6604.876618242306,20374.0
6604.878674888867,20374.0
6604.880731535429,20374.0
6604.882788181991,20374.0
6604.884844828552,20374.0
6604.8869014751135,20374.0
6604.888958121675,20374.0
6604.891014768236,20374.0
6604.893071414798,20375.0
6604.89512806136,20375.0
6604.897184707921,20375.0
6604.899241354483,20375.0
6604.901298001045,20375.0
6604.903354647606,20375.0
6604.905411294168,20375.0
6604.907467940729,20375.0
6604.90952458729,20376.0
6604.911581233852,20376.0
6604.913637880413,20376.0
6604.915694526975,20376.0
6604.917751173537,20376.0
6604.919807820098,20377.0
6604.92186446666,20377.0
6604.923921113222,20377.0
6604.925977759783,20377.0
6604.9280344063445,20377.0
6604.930091052906,20377.0
6604.932147699467,20377.0
6604.934204346029,20377.0
6604.93626099259,20378.0
6604.938317639152,20378.0
6604.940374285714,20378.0
6604.942430932275,20378.0
6604.944487578837,20378.0
6604.946544225399,20378.0
6604.94860087196,20378.0
6604.950657518521,20378.0
6604.952714165083,20379.0
6604.954770811644,20379.0
6604.956827458206,20379.0
6604.958884104768,20379.0
6604.960940751329,20379.0
6604.962997397891,20379.0
6604.965054044453,20379.0
6604.967110691014,20379.0
6604.9691673375755,20380.0
6604.971223984137,20380.0
6604.973280630698,20380.0
6604.97533727726,20380.0
6604.977393923821,20380.0
6604.979450570383,20380.0
6604.981507216945,20380.0
6604.983563863506,20380.0
6604.985620510068,20381.0
6604.98767715663,20381.0
6604.989733803191,20381.0
6604.991790449752,20381.0
6604.993847096314,20381.0
6604.995903742875,20381.0
6604.997960389437,20381.0
6605.000017035999,20381.0
6605.00207368256,20382.0
6605.004130329122,20382.0
6605.006186975683,20382.0
6605.008243622245,20382.0
6605.0103002688065,20382.0
6605.0123569153675,20382.0
6605.014413561929,20382.0
6605.016470208491,20382.0
6605.018526855052,20382.0
6605.020583501614,20382.0
6605.022640148176,20382.0
6605.024696794737,20382.0
6605.026753441299,20382.0
6605.028810087861,20382.0
6605.030866734422,20382.0
6605.032923380983,20383.0
6605.034980027545,20383.0
6605.037036674106,20383.0
6605.039093320668,20383.0
6605.04114996723,20383.0
6605.043206613791,20383.0
6605.045263260353,20383.0
6605.047319906915,20383.0
6605.049376553476,20384.0
6605.0514332000375,20384.0
6605.0534898465985,20384.0
6605.05554649316,20384.0
6605.057603139722,20384.0
6605.059659786283,20384.0
6605.061716432845,20384.0
6605.063773079407,20384.0
6605.065829725968,20385.0
6605.06788637253,20385.0
6605.069943019092,20385.0
6605.071999665653,20385.0
6605.074056312214,20385.0
6605.076112958776,20385.0
6605.078169605337,20385.0
6605.080226251899,20385.0
6605.08228289846,20386.0
6605.084339545022,20386.0
6605.086396191584,20386.0
6605.088452838145,20386.0
6605.090509484707,20386.0
6605.0925661312685,20386.0
6605.0946227778295,20386.0
6605.096679424391,20386.0
6605.098736070953,20387.0
6605.100792717514,20387.0
6605.102849364076,20387.0
6605.104906010638,20387.0
6605.106962657199,20387.0
6605.109019303761,20387.0
6605.111075950323,20387.0
6605.113132596884,20387.0
6605.1151892434455,20388.0
6605.117245890007,20388.0
6605.119302536568,20388.0
6605.12135918313,20388.0
6605.123415829691,20388.0
6605.125472476253,20388.0
6605.127529122815,20388.0
6605.129585769376,20388.0
6605.131642415938,20389.0
6605.1336990624995,20389.0
6605.1357557090605,20389.0
6605.137812355622,20389.0
6605.139869002184,20389.0
6605.141925648745,20389.0
6605.143982295307,20389.0
6605.146038941869,20389.0
6605.14809558843,20390.0
6605.150152234992,20390.0
6605.152208881553,20390.0
6605.154265528115,20390.0
6605.1563221746765,20390.0
6605.158378821237,20390.0
6605.160435467799,20390.0
6605.162492114361,20390.0
6605.164548760922,20391.0
6605.166605407484,20391.0
6605.168662054046,20391.0
6605.170718700607,20391.0
6605.172775347169,20391.0
6605.174831993731,20391.0
6605.1768886402915,20391.0
6605.178945286853,20391.0
