LSL_Time,PLUX_P1_nSeq,PLUX_P1_ECG0,PLUX_P1_EMG1,PLUX_P1_EMG2,PLUX_P1_RESPIRATION3
6416.870789650815,1099255.0,0.06644000113010406,0.003220000071451068,-0.0011399999493733048,0.06476999819278717
6416.87178942303,1099256.0,0.07187999784946442,0.00839999970048666,-0.0028200000524520874,0.05891000106930733
6416.872789195246,1099257.0,0.07511000335216522,0.008630000054836273,-0.001449999981559813,0.0602400004863739
6416.873788967461,1099258.0,0.07470999658107758,0.00839999970048666,0.00031999999191612005,0.06595999747514725
6416.874788739677,1099259.0,0.0709799975156784,0.006990000139921904,-0.0031300000846385956,0.05933000147342682
6416.875788511891,1099260.0,0.06414999812841415,-0.0010400000028312206,-0.0002699999895412475,0.06001000106334686
6416.876788284107,1099261.0,0.05516999959945679,-0.005489999894052744,0.00031999999191612005,0.06458999961614609
6416.877788056322,1099262.0,0.04747999832034111,-0.0063599999994039536,0.0016799999866634607,0.06615000218153
6416.8787878285375,1099263.0,0.03971000015735626,-0.0044999998062849045,0.00031999999191612005,0.06029000133275986
6416.879787600753,1099264.0,0.03482000157237053,-0.0007300000288523734,-0.0013200000394135714,0.05942000076174736
6416.880787372968,1099265.0,0.03269999846816063,-0.00418000016361475,-0.0007699999841861427,0.06380999833345413
6416.881787145183,1099266.0,0.03522000089287758,0.0031300000846385956,-0.0017300000181421638,0.06693000346422195
6416.882786917398,1099267.0,0.03790999948978424,0.00267999991774559,-0.0051299999468028545,0.06476999819278717
6416.883786689614,1099268.0,0.041600000113248825,0.006130000110715628,-0.0033599999733269215,0.06128999963402748
6416.884786461829,1099269.0,0.04340000078082085,0.0029100000392645597,-0.0006399999838322401,0.06078999862074852
6416.885786234045,1099270.0,0.04340000078082085,-0.0016299999551847577,-0.0016299999551847577,0.06656000018119812
6416.886786006259,1099271.0,0.041689999401569366,-0.0030400000978261232,0.00031999999191612005,0.06711000204086304
6416.887785778475,1099272.0,0.04042999818921089,-0.005630000028759241,-0.00041000000783242285,0.06128999963402748
6416.88878555069,1099273.0,0.042410001158714294,0.004540000110864639,0.001449999981559813,0.06088000163435936
6416.8897853229055,1099274.0,0.047439999878406525,0.003719999920576811,0.004129999782890081,0.06825000047683716
6416.890785095121,1099275.0,0.0516199991106987,0.004540000110864639,-0.0006399999838322401,0.06734000146389008
6416.891784867335,1099276.0,0.05471999943256378,0.003719999920576811,-0.0016799999866634607,0.06207000091671944
6416.892784639551,1099277.0,0.05660000070929527,0.0022299999836832285,-0.0007699999841861427,0.06403999775648117
6416.893784411766,1099278.0,0.05561000108718872,-0.0010900000343099236,-0.004999999888241291,0.06939999759197235
6416.894784183982,1099279.0,0.050850000232458115,-0.004769999999552965,-0.005810000002384186,0.06247999891638756
6416.895783956197,1099280.0,0.0408799983561039,-0.004269999917596579,-0.004629999864846468,0.06257999688386917
6416.896783728413,1099281.0,0.03206999972462654,-0.006579999811947346,-0.0045900000259280205,0.07045000046491623
6416.897783500627,1099282.0,0.029020000249147415,-0.006579999811947346,-0.00203999993391335,0.06792999804019928
6416.898783272843,1099283.0,0.028030000627040863,-0.007400000002235174,0.00031999999191612005,0.0635799989104271
6416.899783045058,1099284.0,0.024979999288916588,-0.004040000028908253,-0.003719999920576811,0.06706000119447708
6416.9007828172735,1099285.0,0.02012999914586544,0.0002300000051036477,-0.002589999930933118,0.06976000219583511
6416.901782589489,1099286.0,0.013340000063180923,0.004769999999552965,-0.0033199999015778303,0.06893999874591827
6416.902782361703,1099287.0,0.00965999998152256,-0.001180000021122396,-0.003809999907389283,0.06395000219345093
6416.903782133919,1099288.0,0.011500000022351742,0.00031999999191612005,-0.0002300000051036477,0.06362999975681305
6416.904781906134,1099289.0,0.015449999831616879,-0.005900000222027302,-0.0006399999838322401,0.06377000361680984
6416.90578167835,1099290.0,0.019050000235438347,-0.003809999907389283,0.000859999970998615,0.06577999889850616
6416.906781450565,1099291.0,0.021379999816417694,-0.010259999893605709,-0.0006399999838322401,0.07062999904155731
6416.907781222781,1099292.0,0.021740000694990158,-0.012439999729394913,-0.0017300000181421638,0.07136999815702438
6416.908780994995,1099293.0,0.023760000243782997,-0.0051299999468028545,0.00018000000272877514,0.06981000304222107
6416.909780767211,1099294.0,0.029020000249147415,0.006630000192672014,-0.003449999960139394,0.06473000347614288
6416.910780539426,1099295.0,0.0350399985909462,0.010130000300705433,0.0027199999894946814,0.06476999819278717
6416.911780311641,1099296.0,0.040699999779462814,0.00203999993391335,0.006130000110715628,0.06532000005245209
6416.912780083857,1099297.0,0.043219998478889465,0.01448999997228384,0.003949999809265137,0.06541000306606293
6416.913779856071,1099298.0,0.04213999956846237,0.0195700004696846,-0.005950000137090683,0.06595999747514725
6416.914779628287,1099299.0,0.0384100005030632,0.01331000030040741,-0.0031799999997019768,0.06911999732255936
6416.915779400502,1099300.0,0.03342000022530556,0.003220000071451068,-0.002090000081807375,0.0726500004529953
6416.916779172718,1099301.0,0.030050000175833702,-0.001820000004954636,4.999999873689376e-05,0.0733800008893013
6416.917778944933,1099302.0,0.02776000089943409,-0.0014100000262260437,-0.0009500000160187483,0.07062999904155731
6416.918778717149,1099303.0,0.02703999914228916,-0.008489999920129776,0.0011399999493733048,0.06623999774456024
6416.919778489363,1099304.0,0.027489999309182167,-0.00839999970048666,0.0034099998883903027,0.06953000277280807
6416.920778261579,1099305.0,0.027629999443888664,-0.006579999811947346,0.0014100000262260437,0.07242000102996826
6416.921778033794,1099306.0,0.02703999914228916,-0.00749000022187829,-0.0006399999838322401,0.06669999659061432
6416.922777806009,1099307.0,0.027629999443888664,-0.0033199999015778303,0.0031300000846385956,0.06641999632120132
6416.923777578225,1099308.0,0.025699999183416367,-0.002409999957308173,-0.0030900000128895044,0.06949000060558319
6416.924777350439,1099309.0,0.02443999983370304,-0.0007699999841861427,0.003590000094845891,0.0741100013256073
6416.925777122655,1099310.0,0.023269999772310257,0.0016299999551847577,0.0045900000259280205,0.07442999631166458
6416.92677689487,1099311.0,0.021609999239444733,-0.002859999891370535,0.0051299999468028545,0.07346999645233154
6416.927776667086,1099312.0,0.020479999482631683,-0.0044999998062849045,0.003949999809265137,0.07282999902963638
6416.928776439301,1099313.0,0.021789999678730965,-0.000910000002477318,0.004679999779909849,0.06792999804019928
6416.929776211516,1099314.0,0.02785000018775463,-0.0030400000978261232,0.0018599999602884054,0.06769999861717224
6416.930775983731,1099315.0,0.036249998956918716,0.0024999999441206455,0.0015399999683722854,0.0674699991941452
6416.931775755947,1099316.0,0.04163999855518341,0.001230000052601099,-0.001449999981559813,0.06769999861717224
6416.932775528162,1099317.0,0.04222999885678291,-0.007670000195503235,-0.0002699999895412475,0.07401999831199646
6416.933775300377,1099318.0,0.0393499992787838,-4.999999873689376e-05,-0.004410000052303076,0.07593999803066254
6416.934775072593,1099319.0,0.03472999855875969,0.0083600003272295,-0.00749000022187829,0.07581000030040741
6416.935774844807,1099320.0,0.027310000732541084,0.00803999975323677,-0.0036800000816583633,0.07530000060796738
6416.936774617023,1099321.0,0.018239999189972878,0.0010000000474974513,-0.002409999957308173,0.07535000145435333
6416.937774389238,1099322.0,0.010689999908208847,-0.0008200000156648457,0.0018599999602884054,0.07447999715805054
6416.938774161454,1099323.0,0.004399999976158142,-0.0007699999841861427,-0.001500000013038516,0.0700799971818924
6416.939773933669,1099324.0,-0.0002699999895412475,-0.005489999894052744,0.000859999970998615,0.07181999832391739
6416.940773705884,1099325.0,-0.0013899999903514981,-0.0031300000846385956,-0.000910000002477318,0.07750000059604645
6416.941773478099,1099326.0,0.0003100000030826777,0.003220000071451068,-0.0044999998062849045,0.07558000087738037
6416.9427732503145,1099327.0,0.005750000011175871,-0.002319999970495701,-0.0015399999683722854,0.07062999904155731
6416.94377302253,1099328.0,0.011370000429451466,-0.007180000189691782,0.006810000166296959,0.07300999760627747
6416.944772794745,1099329.0,0.014689999632537365,-0.0071299998089671135,0.0015899999998509884,0.07882999628782272
6416.945772566961,1099330.0,0.017249999567866325,-0.009170000441372395,0.006130000110715628,0.07644999772310257
6416.946772339175,1099331.0,0.017920000478625298,-0.005950000137090683,0.00031999999191612005,0.07196000218391418
6416.947772111391,1099332.0,0.017430000007152557,0.01066999975591898,-0.005590000189840794,0.07704000174999237
6416.948771883606,1099333.0,0.0185100007802248,0.006130000110715628,-0.0010400000028312206,0.07855000346899033
6416.949771655822,1099334.0,0.021609999239444733,0.008949999697506428,0.00018000000272877514,0.07227999716997147
6416.950771428037,1099335.0,0.025919999927282333,0.010040000081062317,0.00014000000373926014,0.0725099965929985
6416.951771200252,1099336.0,0.029740000143647194,0.008670000359416008,0.0020000000949949026,0.08043000102043152
6416.952770972467,1099337.0,0.030009999871253967,0.010040000081062317,0.0010400000028312206,0.07831999659538269
6416.9537707446825,1099338.0,0.026280000805854797,0.005400000140070915,-0.0003600000054575503,0.07355999946594238
6416.954770516898,1099339.0,0.02111000008881092,0.001769999973475933,-0.0031300000846385956,0.07960999757051468
6416.955770289113,1099340.0,0.015180000104010105,-0.007040000054985285,-0.003809999907389283,0.07979000359773636
6416.956770061328,1099341.0,0.008630000054836273,-0.004040000028908253,-0.001500000013038516,0.07355999946594238
6416.957769833543,1099342.0,0.001979999942705035,-0.0007300000288523734,-0.002409999957308173,0.07429999858140945
6416.958769605759,1099343.0,-0.0020699999295175076,-0.0007699999841861427,0.0033599999733269215,0.08217000216245651
6416.959769377974,1099344.0,-0.003370000049471855,-0.01140000019222498,0.002859999891370535,0.07924000173807144
6416.96076915019,1099345.0,-0.003860000055283308,-0.012849999591708183,0.0008200000156648457,0.07515999674797058
6416.961768922405,1099346.0,-0.0033199999015778303,-0.01104000024497509,-0.0010000000474974513,0.08202999830245972
