Time,Amplitude_Envelope_P1,Amplitude_Envelope_P2,Filtered_ECG_P1,Filtered_ECG_P2,Filtered_Respiration_P1,Filtered_Respiration_P2,Filtered_EMG_Bicep_P1,Filtered_EMG_Tricep_P1,Filtered_EMG_Bicep_P2,Filtered_EMG_Tricep_P2,right_index_x_P1,right_index_y_P1,right_index_z_P1,right_index_x_P2,right_index_y_P2,right_index_z_P2,ConditionVision,ConditionMovement,Trial
0.0,0.0137127017777924,0.0132060721750607,78.00988125162522,69.74872574443351,-0.4668900038449143,2.0992582905330512,0.0062632241558702,0.0062013421085426,0.0028499511564974,0.0040741890829591,-525.2738699727331,3613.427412713733,594.2826792541517,453.2708869419266,3543.4290042861057,113.51389350081676,Vision,Movement,4
0.001,0.013712701779226392,0.013217384898059799,78.00988125162522,69.74872574443351,-0.46615306924037225,2.1136373542740365,0.006389608676974148,0.006417658882806348,0.002855601805339362,0.00400501687607964,-523.8695196921947,3611.724581594843,594.0850959129352,453.23181408845846,3543.2192344853715,113.61247548570468,Vision,Movement,4
0.002,0.013712701780598286,0.013228678838917122,78.00988125162522,69.74872574443351,-0.4654123146398747,2.1280668581996403,0.006499339563081127,0.0066263459145719,0.0028777932662718626,0.0039347267419707135,-522.4651694116561,3610.0217504759535,593.8875125717188,453.19274123499036,3543.0094646846374,113.71105747059259,Vision,Movement,4
0.003,0.01371270178189668,0.013239917893838755,78.00988125162522,69.74872574443351,-0.46466774089118745,2.142546726809191,0.006591160389283901,0.0068255323744419215,0.002918982123276897,0.0038640112655198055,-522.2623260914802,3609.7837766834514,593.8702045794018,453.1536683815222,3542.799694883903,113.80963945548052,Vision,Movement,4
0.004,0.013712701783109476,0.013251069824291806,78.00988125162522,69.74872574443351,-0.463919348945664,2.15707688340673,0.006664087065379371,0.0070134668272423826,0.002981648121991035,0.003793600502744822,-522.1316309562948,3609.6337647595487,593.8637217754947,453.1145955280541,3542.589925083169,113.90822144036844,Vision,Movement,4
0.005,0.013712701784223572,0.013262104964853359,78.00988125162522,69.74872574443351,-0.46316713985782415,2.171657250088496,0.0067174377918359784,0.0071885535097059835,0.0030682570042080055,0.003724250822745651,-522.0009358211094,3609.4837528356466,593.8572389715875,453.07552267458595,3542.3801552824348,114.00680342525635,Vision,Movement,4
0.006,0.013712701785225271,0.013272995609868572,78.00988125162522,69.74872574443351,-0.4624111147855976,2.186287747743503,0.006750857323180375,0.007349386554410117,0.0031812189034418244,0.003656732623957111,-521.8702406859239,3609.333740911744,593.8507561676803,453.03644982111786,3542.170385481701,114.10538541014427,Vision,Movement,4
0.007,0.013712701786100071,0.013283716578348585,78.00988125162522,69.74872574443351,-0.4616512749898764,2.200968296040885,0.006764334671064354,0.007494781215571052,0.003322842608428213,0.0035918173418428394,-521.7395455507384,3609.1837289878413,593.8442733637731,452.9973769676497,3541.960615680967,114.20396739503218,Vision,Movement,4
0.008,0.013712701786832373,0.013294245299798965,78.00988125162522,69.74872574443351,-0.46088762183751864,2.2156988134839457,0.006758213452015738,0.00762380128633811,0.003495286290682108,0.0035302641914000035,-521.608850415553,3609.033717063939,593.837790559866,452.9583041141816,3541.7508458802326,114.30254937992011,Vision,Movement,4
0.009000000000000001,0.013712701787406077,0.013304561129552823,78.00988125162522,69.74872574443351,-0.46012015679743723,2.2304792173308248,0.0067331942509992904,0.007735782148596435,0.0037005055761959358,0.0034728070626630077,-521.4781552803676,3608.8837051400365,593.8313077559588,452.91923126071345,3541.5410760794985,114.40113136480802,Vision,Movement,4
