Time,Amplitude_Envelope_P1,Amplitude_Envelope_P2,Filtered_ECG_P1,Filtered_ECG_P2,Filtered_Respiration_P1,Filtered_Respiration_P2,Filtered_EMG_Bicep_P1,Filtered_EMG_Tricep_P1,Filtered_EMG_Bicep_P2,Filtered_EMG_Tricep_P2,ConditionVision,ConditionMovement,Trial
0.0,0.0096603147746964,0.0140545274925488,65.08768757909962,61.20178041543026,0.1762517663698833,6.073129093611036,0.0021662695592442,0.0029338610387756,0.0028015334665888,0.0022239620289055,Vision,NoMovement,3
0.001,0.009662446380013645,0.014056089462212425,65.08768757909962,61.20178041543026,0.17589984765100658,6.07687288194439,0.00219231052171955,0.002884692739643024,0.0028531444816374965,0.0022436558039119676,Vision,NoMovement,3
0.002,0.009664596979393845,0.014057646038604467,65.08768757909962,61.20178041543026,0.175545774010443,6.080641701789092,0.00222213744061665,0.0028323026747014723,0.0029053172180621128,0.002262414533432157,Vision,NoMovement,3
0.003,0.009666759723252167,0.014059192219019774,65.08768757909962,61.20178041543026,0.17518954333455372,6.08443561120794,0.00225576147010821,0.0027769393686707428,0.0029576680570310094,0.002280011506001865,Vision,NoMovement,3
0.004,0.00966892800775299,0.014060723427547585,65.08768757909962,61.20178041543026,0.17483115355647985,6.088254667978574,0.0022931486379314334,0.002718897126021447,0.0030098010117331664,0.0022962295519603306,Vision,NoMovement,3
0.005,0.009671095870559972,0.014062235115013528,65.08768757909962,61.20178041543026,0.17447060265765207,6.092098929570424,0.0023342177824929055,0.0026585138765299414,0.003061312579128329,0.0023108656447169973,Vision,NoMovement,3
0.006,0.00967325741068468,0.014063722874669742,65.08768757909962,61.20178041543026,0.17410788866768812,6.095968453156242,0.0023788392843433984,0.0025961680417107254,0.003111796602167872,0.002323735510248793,Vision,NoMovement,3
0.007,0.009675407345140842,0.014065182591336762,65.08768757909962,61.20178041543026,0.17374300966428036,6.099863295606361,0.002426834716562828,0.0025322744624859546,0.003160849002417446,0.002334678107592934,Vision,NoMovement,3
0.008,0.009677540409162817,0.014066611034486606,65.08768757909962,61.20178041543026,0.17337596377474224,6.103783513482846,0.0024779775075988403,0.0024672794897282226,0.003208072274938038,0.002343559829553306,Vision,NoMovement,3
0.009000000000000001,0.00967965122457737,0.014068005892484602,65.08768757909962,61.20178041543026,0.17300674917423342,6.107729163051493,0.002531994661130214,0.0024016553610791587,0.003253079689722975,0.002350278269052095,Vision,NoMovement,3
0.01,0.009681734864563269,0.014069365295107904,65.08768757909962,61.20178041543026,0.1726353640873032,6.1117003002581285,0.0025885695351503687,0.002335893987628895,0.0032954992107840767,0.0023547654047929192,Vision,NoMovement,3
0.011,0.009683786830401003,0.014070687412419267,65.08768757909962,61.20178041543026,0.17226180678777472,6.115696980740586,0.0026473456762168552,0.0022705002743110174,0.003334977203088342,0.0023569900916937296,Vision,NoMovement,3
0.012,0.009685803368892357,0.014071970312704766,65.08768757909962,61.20178041543026,0.17188607559895827,6.119719259822874,0.002707931717548735,0.0022059851189111528,0.0033711820192856537,0.002356959795418777,Vision,NoMovement,3
0.013000000000000001,0.009687781159269257,0.01407321220912738,65.08768757909962,61.20178041543026,0.17150816889352435,6.123767192512875,0.002769907347674785,0.0021428582601846114,0.003403807546711024,0.0023547215562051407,Vision,NoMovement,3
0.014,0.0096897166646477,0.014074411389821993,65.08768757909962,61.20178041543026,0.1711280850950878,6.127840833496398,0.0028328303122139467,0.002081621157596131,0.0034325767634188213,0.0023503621724282678,Vision,NoMovement,3
0.015,0.009691606403563447,0.014075566216717116,65.08768757909962,61.20178041543026,0.1707458226763626,6.131940237149681,0.0028962443347221403,0.002022760068856232,0.0034572453170435835,0.0023440075711591425,Vision,NoMovement,3
0.016,0.009693447315782061,0.0140766754803763,65.08768757909962,61.20178041543026,0.17036138016108884,6.136065457514916,0.002959687756201922,0.0019667394538145544,0.003477605112144727,0.0023358213298181546,Vision,NoMovement,3
0.017,0.009695237124515654,0.0140777387211843,65.08768757909962,61.20178041543026,0.16997475612215945,6.140216548312771,0.003022702629968554,0.0019139957831572393,0.003493487879461999,0.0023260023571316122,Vision,NoMovement,3
0.018000000000000002,0.009696974344908273,0.014078755566646907,65.08768757909962,61.20178041543026,0.16958594918497139,6.144393562936401,0.0030848439724443263,0.0018649317992263845,0.0035047686915951554,0.002314781807723539,Vision,NoMovement,3
0.019,0.009698658363988422,0.014079725316865212,65.08768757909962,61.20178041543026,0.16919495802554405,6.148596554445409,0.003145688879978348,0.0018199112645665276,0.003511369362606053,0.002302419347071207,Vision,NoMovement,3
0.02,0.009700289096732258,0.014080647429426597,65.08768757909962,61.20178041543026,0.16880178137036295,6.152825575578774,0.003204845266482051,0.0017792542450285685,0.003513261609707335,0.002289198889099152,Vision,NoMovement,3
0.021,0.009701866709103692,0.014081521800407767,65.08768757909962,61.20178041543026,0.16840641799764525,6.157080678729725,0.0032619600398237814,0.001743232987334061,0.003510469785188717,0.0022754239174502086,Vision,NoMovement,3
0.022,0.009703390655910988,0.014082348637356005,65.08768757909962,61.20178041543026,0.1680088667371925,6.161361915958717,0.0033167265583605985,0.0017120684616453202,0.003503072947996399,0.0022614124899100886,Vision,NoMovement,3
0.023,0.00970485959800866,0.014083128685685814,65.08768757909962,61.20178041543026,0.16760912647059387,6.165669338987327,0.0033688911673173854,0.0016859276389462059,0.003491206061934574,0.0022474920131276585,Vision,NoMovement,3
0.024,0.009706272091868301,0.014083862861153809,65.08768757909962,61.20178041543026,0.16720719613107124,6.17000299919214,0.0034182585575204968,0.0016649215546092318,0.003475060163814392,0.0022339938542934503,Vision,NoMovement,3
0.025,0.00970762663603109,0.01408455178661651,65.08768757909962,61.20178041543026,0.1668030747051305,6.174362947618084,0.003464695699983014,0.0016491041811716302,0.0034548814003238938,0.00222124783262972,Vision,NoMovement,3
0.026000000000000002,0.00970892181695215,0.014085196263265647,65.08768757909962,61.20178041543026,0.16639676123058603,6.178749234948776,0.0035081342251522558,0.0016384721066148896,0.003430968871772339,0.002209576616503208,Vision,NoMovement,3
0.027,0.00971015649301527,0.014085797117455631,65.08768757909962,61.20178041543026,0.16598825479857493,6.183161911539674,0.003548571271171488,0.0016329649943053787,0.0034036712510220656,0.0021992900526268356,Vision,NoMovement,3
0.028,0.009711330130739071,0.014086355052053374,65.08768757909962,61.20178041543026,0.16557755455155737,6.1876010273721915,0.0035860689340455345,0.0016324667779172234,0.00337338217512472,0.00219067948422014,Vision,NoMovement,3
0.029,0.009712442119218253,0.0140868709279804,65.08768757909962,61.20178041543026,0.1651646596868389,6.192066632087271,0.0036207524723739434,0.0016368075172102446,0.0033405344289975675,0.0021840121673655224,Vision,NoMovement,3
0.03,0.009713490751630579,0.014087346304965529,65.08768757909962,61.20178041543026,0.16474956945455085,6.196558774979264,0.003652807391390893,0.0016457658157120907,0.003305592966724756,0.002179525947583666,Vision,NoMovement,3
0.031,0.00971447334854766,0.014087782986718094,65.08768757909962,61.20178041543026,0.16433228315746545,6.2010775049734885,0.0036824754972831874,0.0016590716949416563,0.0032690468548792185,0.0021774243852756567,Vision,NoMovement,3
0.032,0.00971538723876443,0.014088182691616689,65.08768757909962,61.20178041543026,0.16391280015231197,6.205622870640107,0.0037100500070091857,0.0016764098369313602,0.0032314002870951946,0.0021778725183786026,Vision,NoMovement,3
0.033,0.009716230134848455,0.014088546795938984,65.08768757909962,61.20178041543026,0.16349111984959452,6.210194920187842,0.0037358698123667175,0.001697423137575955,0.0031931629015045605,0.0021809934385899395,Vision,NoMovement,3
0.034,0.009717000235386328,0.014088876570831771,65.08768757909962,61.20178041543026,0.16306724171341241,6.214793701461703,0.003760313002765133,0.0017217165369351065,0.003154839699416386,0.0021868658420812646,Vision,NoMovement,3
0.035,0.009717695479473933,0.014089173709262711,65.08768757909962,61.20178041543026,0.16264116526317132,6.219419261936662,0.003783789736879473,0.0017488610988083898,0.003116920895373951,0.002195522685782993,Vision,NoMovement,3
0.036000000000000004,0.009718313296477307,0.014089439737811342,65.08768757909962,61.20178041543026,0.16221289007148337,6.224071648731989,0.0038067345362725593,0.0017783983114980806,0.0030798720289699146,0.0022069510259146554,Vision,NoMovement,3
0.037,0.009718851583558785,0.014089675951305057,65.08768757909962,61.20178041543026,0.16178241576589092,6.228750908584025,0.0038295980663684663,0.001809844591025914,0.0030441246479185214,0.0022210930467100034,Vision,NoMovement,3
0.038,0.009719308509082446,0.01408988328718932,65.08768757909962,61.20178041543026,0.16134974202904348,6.233457087860629,0.003852838467459959,0.001842695994572047,0.0030100678279031704,0.0022378482232286883,Vision,NoMovement,3
0.039,0.009719682571620399,0.01409006277409639,65.08768757909962,61.20178041543026,0.1609148685965787,6.238190232554731,0.0038769123025087534,0.0018764331788569232,0.00297804074615798,0.0022570765087090907,Vision,NoMovement,3
0.04,0.009719972226398966,0.014090215167269472,65.08768757909962,61.20178041543026,0.16047779526274894,6.242950388277941,0.003902265223009524,0.001910526646578596,0.0029483264952784214,0.002278602395168711,Vision,NoMovement,3
0.041,0.009720175001606128,0.014090340691460715,65.08768757909962,61.20178041543026,0.16003852187435808,6.247737600275311,0.003929322517231489,0.0019444423097660852,0.0029211473192158185,0.0023022196689889245,Vision,NoMovement,3
0.042,0.009720288317975223,0.014090439463649452,65.08768757909962,61.20178041543026,0.15959704833446958,6.252551913397448,0.003958479740497564,0.0019776473639778517,0.0028966614508951502,0.0023276966742392996,Vision,NoMovement,3
0.043000000000000003,0.00972031021769043,0.014090511907492458,65.08768757909962,61.20178041543026,0.15915337460180473,6.257393372115437,0.0039900935973874,0.002009616442280778,0.0028749617077798726,0.0023547819026047685,Vision,NoMovement,3
0.044,0.009720239118111382,0.014090558586815285,65.08768757909962,61.20178041543026,0.15870750069092052,6.262262020514323,0.004024473153261215,0.002039838002948466,0.0028560759594615315,0.0023832097377679594,Vision,NoMovement,3
0.045,0.009720073881698158,0.014090580042592633,65.08768757909962,61.20178041543026,0.15825942667200124,6.26715790229085,0.004061871364737608,0.002067820900924746,0.002839969519703322,0.0024127061921424063,Vision,NoMovement,3
0.046,0.009719813801919556,0.014090576829333125,65.08768757909962,61.20178041543026,0.15780915267263199,6.272081060746958,0.004102476911869719,0.002093101083214524,0.00282654943317076,0.002442994489852446,Vision,NoMovement,3
0.047,0.00971945875749945,0.014090549117685893,65.08768757909962,61.20178041543026,0.15735667887556745,6.277031538805098,0.0041464064324503854,0.0021152483227657405,0.0028156705227341105,0.0024738003815308056,Vision,NoMovement,3
0.048,0.009719008968198396,0.014090497033555494,65.08768757909962,61.20178041543026,0.15690200552052383,6.28200937897955,0.004193697458394138,0.002133872865527368,0.002807142952670547,0.0025048571151227703,Vision,NoMovement,3
0.049,0.009718464915012088,0.014090421438348337,65.08768757909962,61.20178041543026,0.1564451329043374,6.287014623391902,0.004244302530678043,0.0021486318296878547,0.002800740976194745,0.0025359100104169626,Vision,NoMovement,3
0.05,0.009717826250680225,0.01409032315252808,65.08768757909962,61.20178041543026,0.15598606137872292,6.292047313764359,0.004298085023225758,0.0021592351752104926,0.0027962124994350833,0.002566720575491234,Vision,NoMovement,3
0.051000000000000004,0.009717092412624853,0.014090202746723844,65.08768757909962,61.20178041543026,0.1555247913561596,6.297107491413179,0.004354817122634649,0.0021654510607123554,0.00279328910120519,0.0025970700758019987,Vision,NoMovement,3
0.052000000000000005,0.009716262989274712,0.0140900607497114,65.08768757909962,61.20178041543026,0.15506132330349245,6.3021951972644255,0.004414180246676381,0.0021671104212214365,0.0027916961661399228,0.002626762442016985,Vision,NoMovement,3
0.053,0.009715337789443897,0.014089897393575898,65.08768757909962,61.20178041543026,0.1545956577458113,6.307310471824603,0.0044757679882312645,0.0021641106304542243,0.002791162793572057,0.0026556263977904437,Vision,NoMovement,3
0.054,0.009714317329700503,0.014089712316215206,65.08768757909962,61.20178041543026,0.15412779526579393,6.312453355196641,0.004539091501015516,0.002156418154460269,0.0027914311435906784,0.002683516713026288,Vision,NoMovement,3
0.055,0.00971320211941342,0.014089504727005632,65.08768757909962,61.20178041543026,0.1536577365038684,6.317623887073084,0.00460358709610055,0.0021440701408045027,0.002792264894968277,0.0027103145346315835,Vision,NoMovement,3
