Time,Amplitude_Envelope_P1,Amplitude_Envelope_P2,Filtered_ECG_P1,Filtered_ECG_P2,Filtered_Respiration_P1,Filtered_Respiration_P2,Filtered_EMG_Bicep_P1,Filtered_EMG_Tricep_P1,Filtered_EMG_Bicep_P2,Filtered_EMG_Tricep_P2,right_index_x_P1,right_index_y_P1,right_index_z_P1,right_index_x_P2,right_index_y_P2,right_index_z_P2,ConditionVision,ConditionMovement,Trial
0.0,0.0077491215900041,0.0222975377777542,67.2394471423235,64.6377592243469,-0.3620511423191589,-7.807568325422551,0.0035970386256228,0.0015432003691076,0.0035640787537482,0.004036099479499,-727.4673663966795,3727.58496938243,-33.81112780512197,498.45096690640025,3614.460439808529,-534.2853486824488,Vision,Movement,0
0.001,0.007749122608626157,0.022298728447066988,67.2394471423235,64.6377592243469,-0.3617630641481399,-7.799818794510057,0.003546703809142171,0.0015661550731891005,0.0035684306344996113,0.004010064644143063,-727.3311835711831,3727.487014301709,-33.806486353082846,498.2393265422485,3614.027135461744,-533.9458725528323,Vision,Movement,0
0.002,0.007749123680831962,0.0222999145778378,67.2394471423235,64.6377592243469,-0.3614736347507805,-7.7920336478653365,0.0035020191612311594,0.0015873150229840708,0.003570502420405782,0.0039879158934972014,-727.1950007456868,3727.3890592209887,-33.80184490104372,498.02768617809676,3613.593831114959,-533.6063964232158,Vision,Movement,0
0.003,0.007749124807175809,0.02230109171344092,67.2394471423235,64.6377592243469,-0.36118285292939795,-7.784212869344166,0.0034635539381547907,0.0016065965787394713,0.0035700982299952323,0.003969927450507482,-727.0588179201904,3727.2911041402676,-33.797203449004606,497.816045813945,3613.1605267681743,-533.2669202935992,Vision,Movement,0
0.004,0.007749125988039693,0.022302256052115534,67.2394471423235,64.6377592243469,-0.36089071750496365,-7.7763564433932695,0.003431804256771692,0.0016239579248441569,0.0035670420540109375,0.003956312369572408,-726.9226350946941,3727.193149059547,-33.79256199696548,497.6044054497932,3612.7272224213893,-532.9274441639827,Vision,Movement,0
0.005,0.007749127223616416,0.022303404324589698,67.2394471423235,64.6377592243469,-0.3605972273155422,-7.768464355051223,0.0034071834255947854,0.0016394009648050948,0.003561181266131312,0.00394721626724009,-726.7864522691978,3727.0951939788265,-33.78792054492636,497.5440943571111,3612.5870698938165,-532.8240983380714,Vision,Movement,0
0.006,0.007749128513890581,0.02230453369393161,67.2394471423235,64.6377592243469,-0.3603023812173782,-7.760536589956526,0.0033900139283894177,0.001652971943985628,0.0035523899326763446,0.003942712350984289,-726.6502694437014,3726.997238898106,-33.783279092887234,497.51057592264226,3612.498819529127,-532.7625590870516,Vision,Movement,0
0.007,0.007749129858619699,0.02230564187800687,67.2394471423235,64.6377592243469,-0.3600061780846584,-7.752573134319596,0.0033805212219090368,0.0016647607262692847,0.0035405718760294154,0.003942797971770462,-726.514086618205,3726.8992838173854,-33.77863764084812,497.4770574881735,3612.410569164437,-532.7010198360317,Vision,Movement,0
0.008,0.007749131257314288,0.022306727227225164,67.2394471423235,64.6377592243469,-0.35970861680926935,-7.744573974966888,0.0033788294741910266,0.0016748987219308193,0.003525663428770666,0.003947392941200579,-726.3779037927087,3726.801328736665,-33.773996188808994,497.4435390537047,3612.322318799748,-532.6394805850119,Vision,Movement,0
0.009000000000000001,0.007749132709216167,0.022307788683947328,67.2394471423235,64.6377592243469,-0.3594096963019054,-7.736539099312878,0.0033849593555086077,0.0016835555374527626,0.003507635788065705,0.003956339833164143,-726.2417209672124,3726.703373655944,-33.76935473676987,497.4100206192359,3612.2340684350584,-532.5779413339922,Vision,Movement,0
