Time,Filtered_Respiration
6636.820020752725,15.222747206071508
6636.821020524648,15.22462763532416
6636.822020296571,15.226497327041328
6636.823020068494,15.228356168300548
6636.824019840416,15.230204046048327
6636.825019612339,15.23204084710329
6636.826019384262,15.233866458159346
6636.827019156184,15.235680765788848
6636.828018928108,15.23748365644578
6636.82901870003,15.239275016468957
6636.830018471953,15.241054732085223
6636.831018243875,15.242822689412696
6636.832018015798,15.244578774463987
6636.8330177877215,15.246322873149444
6636.834017559644,15.248054871280415
6636.835017331567,15.249774654572509
6636.836017103489,15.251482108648862
6636.837016875412,15.253177119043432
6636.838016647334,15.25485957120431
6636.839016419258,15.256529350497015
6636.84001619118,15.258186342207818
6636.841015963103,15.25983043154709
6636.842015735026,15.26146150365263
6636.843015506948,15.263079443593004
6636.844015278872,15.264684136370928
6636.845015050794,15.26627546692664
6636.846014822717,15.267853320141288
6636.847014594639,15.269417580840322
6636.848014366562,15.270968133796888
6636.8490141384855,15.272504863735254
6636.850013910408,15.27402765533424
6636.851013682331,15.275536393230649
6636.852013454253,15.277030962022703
6636.853013226176,15.278511246273506
6636.854012998099,15.2799771305145
6636.855012770022,15.28142849924892
6636.856012541944,15.282865236955276
6636.857012313867,15.284287228090827
6636.85801208579,15.285694357095077
6636.859011857712,15.28708650839326
6636.860011629636,15.288463566399857
6636.861011401558,15.289825415522111
6636.862011173481,15.291171940163553
6636.863010945403,15.292503024727518
6636.864010717326,15.293818553620683
6636.8650104892495,15.295118411256611
6636.866010261172,15.296402482059301
6636.867010033095,15.297670650466749
6636.868009805017,15.298922800934506
6636.86900957694,15.300158817939248
6636.870009348863,15.301378585982341
6636.871009120786,15.30258198959342
6636.872008892708,15.303768913333961
6636.873008664631,15.30493924180088
6636.874008436554,15.306092859630134
6636.875008208477,15.307229651500315
6636.8760079804,15.30834950213626
6636.877007752322,15.309452296312656
6636.878007524245,15.31053791885767
6636.879007296167,15.31160625465656
6636.88000706809,15.312657188655308
6636.8810068400135,15.313690605864231
6636.882006611936,15.31470639136161
6636.883006383859,15.315704430297323
6636.884006155781,15.316684607896477
6636.885005927704,15.317646809463056
6636.886005699627,15.318590920383564
6636.88700547155,15.319516826130666
6636.888005243472,15.320424412266838
6636.889005015395,15.321313564448026
6636.890004787318,15.322184168427285
6636.89100455924,15.323036110058432
6636.892004331164,15.323869275299716
6636.893004103086,15.324683550217474
6636.894003875009,15.325478820989789
6636.895003646931,15.326254973910148
6636.896003418854,15.327011895391104
6636.8970031907775,15.327749471967945
6636.8980029627,15.328467590302356
6636.899002734623,15.329166137186089
6636.900002506545,15.329844999544624
6636.901002278468,15.33050406444085
6636.902002050391,15.331143219078712
6636.903001822314,15.331762350806876
6636.904001594236,15.332361347122403
6636.905001366159,15.332940095674397
6636.906001138082,15.333498484267682
6636.907000910005,15.334036400866472
6636.908000681928,15.334553733598012
6636.90900045385,15.335050370756257
6636.910000225773,15.33552620080552
6636.910999997695,15.335981112384136
6636.911999769618,15.336414994308113
6636.9129995415415,15.336827735574794
6636.913999313464,15.337219225366505
6636.914999085387,15.337589353054216
6636.915998857309,15.33793800820119
6636.916998629232,15.338265080566615
6636.917998401155,15.338570460109255
6636.918998173078,15.338854036991085
6636.919997945,15.33911570158093
6636.920997716923,15.339355344458088
6636.921997488846,15.339572856415954
6636.922997260769,15.33976812846563
6636.923997032692,15.33994105183957
6636.924996804614,15.34009151799519
6636.925996576537,15.340219418618485
6636.926996348459,15.340324645627618
6636.927996120383,15.340407091176527
6636.9289958923055,15.340466647658523
6636.929995664228,15.34050320770989
6636.930995436151,15.340516664213455
6636.931995208073,15.340506910302173
6636.932994979996,15.34047383936271
6636.933994751919,15.340417345039015
6636.934994523842,15.34033732123587
6636.935994295764,15.34023366212246
6636.936994067687,15.340106262135912
6636.93799383961,15.339955015984847
6636.938993611533,15.33977981865292
6636.939993383456,15.339580565402333
6636.940993155378,15.339357151777373
6636.941992927301,15.339109473607921
6636.942992699223,15.338837427012976
6636.943992471146,15.338540908404148
6636.9449922430695,15.338219814489157
6636.945992014992,15.337874042275317
6636.946991786915,15.337503489073008
6636.947991558837,15.337108052499161
6636.94899133076,15.336687630480704
6636.949991102683,15.336242121258005
6636.950990874606,15.335771423388334
6636.951990646528,15.335275435749285
6636.952990418451,15.334754057542211
6636.953990190374,15.334207188295645
6636.954989962297,15.333634727868688
6636.95598973422,15.33303657645441
6636.956989506142,15.332412634583244
6636.957989278065,15.331762803126365
6636.958989049987,15.331086983299047
6636.959988821911,15.330385076664028
6636.9609885938335,15.329656985134863
6636.961988365756,15.328902610979261
6636.962988137679,15.32812185682241
6636.963987909601,15.327314625650283
6636.964987681524,15.326480820812947
6636.965987453447,15.325620346027838
6636.96698722537,15.324733105383064
6636.967986997292,15.323819003340663
6636.968986769215,15.322877944739854
6636.969986541138,15.321909834800296
6636.970986313061,15.320914579125311
6636.971986084984,15.31989208370511
6636.972985856906,15.318842254919991
6636.973985628829,15.31776499954354
6636.974985400751,15.316660224745817
6636.975985172674,15.315527838096516
6636.9769849445975,15.314367747568133
6636.97798471652,15.3131798615391
6636.978984488443,15.311964088796916
6636.979984260365,15.310720338541266
6636.980984032288,15.309448520387141
6636.981983804211,15.308148544367919
6636.982983576134,15.306820320938442
6636.983983348056,15.305463760978084
6636.984983119979,15.304078775793787
6636.985982891902,15.3026652771231
6636.986982663825,15.301223177137206
6636.987982435748,15.299752388443924
6636.98898220767,15.298252824090692
6636.989981979593,15.29672439756755
6636.990981751515,15.295167022810096
6636.991981523439,15.29358061420244
