nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
-495.9779689262732,3712.5382463269,783.3806254787048,-496.8910233591388,3733.322932265745,822.1715286688245,-493.2627741787419,3748.7303311178257,825.5532374412089,-489.47911376951674,3761.2779333243316,828.4697519659444,-509.45448121202605,3686.2703401091044,815.0254963623959,-524.0172923578116,3680.865058946441,815.2697759819943,-540.0314188466363,3677.01951093941,816.0441913274414,-530.466284809717,3809.575522818014,830.9068595595063,-597.8707758789602,3704.881415755798,815.5209206285585,-504.45384489596614,3752.984013141761,758.1904407014015,-524.8277772081977,3712.2982666081016,751.0783210954927,-463.6912352693412,3950.7248001757844,668.334235887445,-754.8279841494165,3796.340671606899,616.4271460353245,-416.9535663775609,4084.70363241583,408.55924429244993,-719.4509081304384,3699.7136713513482,334.0769036325286,-349.4209596957279,4089.7926184384824,157.89249384620138,-556.8407762905658,3621.7361415114306,513.1912138796672,-340.9318035546835,4122.779491166423,80.1462862599791,-518.0277465836873,3600.0861545215516,565.5490769017229,-335.4909932822444,4069.3216926892255,77.91273180732522,-525.2738699727331,3613.4274127137332,594.2826792541517,-347.74904012302625,4053.050833785921,100.81791424608812,-534.0599050786486,3630.5074978633047,579.2068406306232,-492.2056232037332,4055.093087715551,140.21861057953151,-657.5630453793483,3947.7684549064084,114.59116721493814,-510.32727163629426,4209.364032107254,-228.12604994666268,-657.0156186399017,4049.8910433572937,-253.95984647557844,-524.5577605191337,4386.901407577277,-576.3163940142829,-708.4456877582145,4325.41074134995,-599.494622191673,-567.7087826062348,4453.745154563832,-627.8149746115146,-729.5584402228278,4434.0623880755575,-650.7681906428434,-377.17549191246104,4230.680792582158,-672.9730494584159,-631.1282972953519,4102.674570280662,-724.8819744625455
-494.6189345389745,3712.3797754466227,784.3868612937077,-496.2979524921099,3733.3067860691035,823.0639414294174,-492.8435776213965,3748.7009487548157,826.6311586856433,-489.529778003056,3761.80013337648,829.8993130168442,-508.9825736234663,3686.7582481712666,815.692229210389,-523.0259235557928,3681.5917223549254,816.0801478281836,-538.5862000596514,3677.8409206881224,816.9220606614322,-531.2358358407635,3811.2396890944347,831.6854159956883,-597.2482551923181,3704.630213750113,816.3631577657379,-503.8699966105086,3753.800270534794,759.9109517240904,-523.7901668886292,3711.740445512491,752.9710134513869,-467.0734076823447,3954.4789592864445,668.7249986175555,-749.4600641475562,3787.1873607581456,615.0543031807833,-419.4363872110308,4086.0969205382535,409.49599769373606,-719.6837437284038,3699.858404195059,333.29541349026937,-348.4177780403781,4086.532920444793,156.87825398647828,-554.7682844145935,3618.2671167691815,513.5977113167357,-336.7393875539745,4111.824614012472,80.07022156699585,-514.8322375317787,3595.571709464387,565.0850093550092,-333.36079848625724,4063.4865166887307,77.84054162865482,-522.3856177966045,3609.9252909476263,593.8763201547564,-346.54062542191383,4048.530309605947,101.03347928540013,-530.5034526817733,3626.140745057915,579.1176381493423,-491.15793245578743,4048.5440884612335,142.4746469450451,-657.0233769650572,3944.882761730972,115.0730876647836,-509.678826446029,4204.391223752055,-229.78370309141823,-662.1153285754785,4057.591722420907,-257.03208715715414,-522.5734634095687,4376.638231943469,-575.1853505177393,-703.9895418701766,4307.671587689898,-600.139053191386,-567.5497668085786,4442.0503676454855,-626.475831323013,-722.6421553493897,4415.01096269848,-650.3489485915668,-377.361215478519,4229.227591482858,-671.4260168788808,-634.2043739912532,4109.905777912637,-727.9395922059713
-493.5746434345884,3712.2527884747515,785.0415822235814,-495.86130448873996,3733.3090630118622,823.7258504673905,-492.57564170040075,3748.807266348068,827.4743223407204,-489.6638059651832,3762.468630786055,831.0393675935168,-508.62478302897875,3687.1253371003263,816.1704607751542,-522.2705153462933,3682.0360533056405,816.6391084694823,-537.41435928966,3678.178897360427,817.4955629442633,-532.0100060505093,3812.8334390101636,832.3646764582286,-596.6351726685892,3704.249614392302,816.959865043576,-503.48910411972764,3754.618243381682,761.1227476419842,-522.8907407728099,3711.194670361222,754.1925347578949,-469.9364213581275,3957.587195821083,668.9856972121534,-745.0607491357761,3779.8989887487755,614.1380378106132,-421.5465778126868,4087.3237620051264,410.16506637660245,-719.7182216290546,3699.668893289584,332.68654947387506,-347.4752403365807,4083.744299784754,156.32125777451154,-552.8817870068976,3615.491920269247,514.1318394109347,-333.5195537549734,4103.839299834308,80.0837266057651,-512.3625016005823,3592.2914874051867,564.9456197450772,-331.5794543683214,4059.2852036306645,77.8779022907717,-520.2352681933854,3607.457118887632,593.7696574638326,-345.4520402709483,4045.192311830339,101.31483460195315,-527.778925878098,3623.018758791112,579.3209886315362,-490.9397804433147,4044.6481319910877,143.84382516183067,-656.7465355658296,3942.5556068845913,115.55150550153832,-509.05615043336365,4200.499301718777,-230.98085430269626,-665.7031372466249,4063.3574297530713,-259.3682205691779,-521.162212023568,4369.282683125625,-574.3421762751251,-701.1425613283133,4296.916345881924,-601.1491259496603,-567.4637995701243,4434.703312286206,-625.5758380146061,-717.9620564844371,4401.701861920801,-650.3902642023216,-378.2845573380102,4229.795443027394,-670.6641094217571,-635.8886050895975,4114.365560457834,-730.0195385179532
-492.97743463207564,3712.1929405005417,785.3097836006449,-495.6116673773405,3733.341033206088,824.1191615093248,-492.4467427867224,3749.0194414405237,828.0158655750896,-489.8333836231335,3763.2177587217384,831.798438619021,-508.4433986766149,3687.352628261919,816.4485735394026,-521.8157756464124,3682.1281166810904,816.9247041823005,-536.6233351032332,3678.0061584390974,817.7476293442012,-532.7176691488686,3814.3237329901744,832.8992247787195,-596.060290563503,3703.733819236894,817.2816604337451,-503.3712937955692,3755.4331741678784,761.7548188605814,-522.2533458556713,3710.7091037064497,754.6790585470997,-472.0060284446067,3959.8054121092487,669.0727199649904,-742.0005189510877,3775.002910979383,613.703539654017,-423.0204747467314,4088.1936840212848,410.47668246397166,-719.5003838475822,3699.074285998388,332.2701026922048,-346.62577187147974,4081.6045472353558,156.1072222062379,-550.999069356068,3612.9779473116787,514.7493659729555,-331.50204664763186,4099.163665066046,80.13338456375837,-510.7324668232047,3590.321042019423,565.223690947101,-330.24688042161154,4056.9502498991396,77.96676752897967,-518.9516635029611,3606.011100165786,594.083639898065,-344.5200934462107,4043.233250505774,101.58191960972258,-526.0034861276137,3620.898227025094,579.8525979460558,-491.79640409389526,4044.193077276461,144.1681276254376,-656.8446902599358,3941.2401756826966,115.82620895790194,-508.62090255477824,4198.320720341564,-231.83147769538826,-667.6329605020686,4066.8595393140713,-260.96896832741373,-520.506624704888,4365.593610009943,-573.8552214024248,-700.0539274541768,4293.663586231765,-602.6301862174491,-567.7284340533351,4432.533644003834,-625.2438513068871,-715.9849067220276,4395.779658166783,-651.2190078954968,-379.4183847115588,4231.327749220182,-670.560499935965,-636.2627077425818,4116.104717892557,-731.0542287582363
-492.7481538449452,3712.2007895735273,785.3894125226153,-495.4758261008202,3733.3763671206493,824.3566355967935,-492.34755247347255,3749.1819324109506,828.3457088059663,-489.9322420635659,3763.8224399016426,832.2764092004236,-508.4200991556692,3687.494804331278,816.6325179258456,-521.5950576180142,3682.029272775603,817.082119084185,-536.186935419277,3677.692891874905,817.867743029185,-533.245963765392,3815.6137154781927,833.2999354128497,-595.5777419871182,3703.2010612578406,817.4578616764128,-503.41734899548317,3756.160523577028,762.0803637372978,-521.9312487765994,3710.362338456007,754.8302708114684,-473.3028939864394,3961.2447162661483,669.0436081641432,-740.1207313251601,3771.9472535113605,613.4681270281249,-423.82788081275663,4088.6300540307743,410.54114341579736,-719.1890146543396,3698.369568512846,331.9769700450589,-345.92836415318385,4080.0956891852616,155.83777873301125,-549.0202752646937,3610.0433927717263,515.2847656659869,-330.29782262757686,4096.274314598228,80.11579761750035,-509.7036227987728,3589.14652858296,565.8024385896086,-329.24255826096606,4055.6009846919646,77.98663649025107,-518.1832147212767,3604.8668822327027,594.6915652989951,-343.700433826036,4042.0232514486606,101.72161357499331,-524.7082201237262,3618.508187173607,580.4576592586509,-493.22395248014976,4045.799159163312,144.01962125135177,-657.2076926593096,3940.9121591952353,115.7874443008032,-508.4745623681241,4197.651429648824,-232.58359453545526,-668.6973659793025,4068.8561762461395,-262.12681253123657,-520.3606617688284,4364.255824846447,-573.6122030602261,-699.7044002334609,4293.145350044259,-604.175894780217,-568.3764917070947,4433.049102251079,-625.2665648647264,-715.5160248615637,4394.439426502091,-652.5789814112156,-379.80613452039916,4231.432166914257,-670.5163379115685,-636.451233060567,4117.145429790014,-731.6494387447395
-492.7100008361972,3712.225224817072,785.4396130730004,-495.3943655966439,3733.3534624598933,824.5423391923406,-492.25970581934916,3749.211300258432,828.5904673150169,-489.9780057902124,3764.1669625106597,832.6282930896604,-508.4794034586517,3687.5930749926215,816.787048318935,-521.5264315399447,3681.938914937284,817.2141462748622,-536.0281445459366,3677.551777201762,817.9833745291514,-533.5519533953811,3816.5198385108665,833.6128827211793,-595.2272612361779,3702.749073048618,817.5795238472799,-503.48023742328337,3756.658570385764,762.3364336222479,-521.8685906881009,3710.2116701476634,754.9654164620598,-473.9996661198961,3962.0650486828913,668.9993430585283,-739.1272604946114,3770.162876336125,613.2295461711261,-424.1583408912232,4088.7159374039707,410.5632751176813,-718.9998865183927,3697.9329437540755,331.7799407427478,-345.45243530671524,4079.1461850003016,155.42977732043528,-547.3552689852379,3607.0836209082913,515.6293865826575,-329.4637813047664,4094.025771751452,80.04622455041513,-509.22610886915913,3588.7351458373023,566.5257406225335,-328.40707348515207,4054.4174715287495,77.94410594161941,-517.6465774760327,3603.6887413750756,595.3400169050133,-342.92888384715656,4040.920362739287,101.76770802330151,-523.5339716617759,3615.354809427169,580.8619937687137,-494.39615696587845,4047.344719385537,144.05962780912083,-657.6169914322957,3941.044966380356,115.66717455195447,-508.443596269452,4197.600749697653,-233.12010068768103,-669.3947196184162,4069.862929416146,-262.83181223029413,-520.3712153931998,4363.738365003926,-573.5705937529268,-699.1714535433393,4291.1440019292195,-605.1230232294259,-568.9900109621897,4433.666349264405,-625.3996090078788,-715.0965101013746,4393.337685965422,-653.658500343528,-379.44096988328386,4229.793982465642,-670.3519828133816,-637.0894975410814,4118.613518167277,-732.2001521949221
-492.7151589029726,3712.2075823722603,785.494432009737,-495.37188838378745,3733.2521446461396,824.714653136908,-492.27939332006054,3749.1987856128826,828.8321214323379,-490.1160316367283,3764.3787738368956,832.9590802784636,-508.54606968289664,3687.6452947215253,816.910209874227,-521.5304920271014,3681.898581638789,817.3203766963314,-536.0170325520389,3677.5529671588006,818.0815252435139,-533.7138588841591,3816.9691631685628,833.8915004049404,-594.9849665227238,3702.3493622771807,817.6438713007205,-503.48237206420777,3756.872746311208,762.570239102419,-521.9319618928532,3710.223941606607,755.1175417888534,-474.2733933634454,3962.365379156021,669.0046353188322,-738.719492119062,3769.3678819743945,612.9837701611725,-424.24056182974493,4088.5531245443817,410.7135109599223,-718.9769984410754,3697.8378950285146,331.6930514040778,-345.1667579598067,4078.572318826091,155.1305628618855,-546.4405244105858,3605.069297736281,515.805669614305,-328.77686737959567,4092.262487659403,80.03835923923998,-509.34318619792555,3589.2667411464436,567.2570491494577,-327.65529776428536,4053.153439974439,77.95280378943036,-517.3179630749851,3602.8078524588673,595.8558345250857,-342.1824659783608,4039.691601116661,101.8614559478861,-522.5551876378573,3612.4221382064843,581.0599126737986,-494.84357217874543,4047.690728089512,144.4653300042166,-657.9309992639138,3941.1034731944596,115.73803966640627,-508.2457369821365,4197.328028963726,-233.30675767179227,-669.6972778075132,4070.0684370852123,-263.07080584288474,-520.3709031101839,4363.507162945369,-573.8203971991607,-698.2602772618316,4287.123757723333,-605.2656224954075,-569.2370048027144,4433.780535775976,-625.5989933385648,-714.0606484611236,4389.939821022514,-653.9480977017492,-379.04747628902214,4228.140399130454,-670.2947693557619,-637.8147032235269,4119.870856994882,-732.5819355053846
-492.69622889586344,3712.132392171142,785.5406848067092,-495.4194345873205,3733.1515624730423,824.8847201022127,-492.4527143830922,3749.293672225648,829.088545513727,-490.4162893584513,3764.6557607305785,833.288619454129,-508.58168032579374,3687.6326607556043,817.0060741016276,-521.5226745405371,3681.8099596541847,817.3873763387857,-536.0003362204466,3677.4840201846296,818.1301977637586,-533.8659658682709,3817.162837703259,834.159499565983,-594.7894369621258,3701.940606980316,817.6468017587906,-503.4364240395667,3756.8948577258325,762.7479478318528,-521.9748542598895,3710.254079150412,755.2124605348606,-474.301560095339,3962.3368152496487,669.0502462647531,-738.5589705126704,3769.1918403978607,612.784035104243,-424.22126137028425,4088.2378273200084,411.0301504780132,-719.0022886064976,3697.865184752239,331.6954381094214,-344.95710773118236,4078.137081166793,155.0965253078844,-546.1249702416227,3604.221700739108,515.8986181845904,-328.2037854319999,4091.0878993859897,80.14051389860799,-509.76824740564666,3590.261077926441,567.858608677713,-326.995538165288,4051.921206371315,78.0646881298163,-517.2044690965969,3602.5925376454666,596.2380919871747,-341.5059364393247,4038.427862779538,102.06439980881987,-521.9872116682491,3610.9919474816925,581.2583653291342,-494.7576475720751,4047.1376841375036,144.94255601171824,-658.1153627914747,3940.831623745935,115.92848934978382,-507.8135255363067,4196.617144389753,-233.36065890960646,-669.6310645387218,4069.9087505095267,-263.1729731497095,-520.3532076253756,4363.529348236923,-574.3133681877985,-697.2879980760722,4282.909693573829,-605.0672406108357,-569.1937316379376,4433.726556640908,-625.8473146928183,-712.6715932165858,4384.951291245422,-653.7718227703067,-379.02196224039164,4227.681155810803,-670.4163536246801,-638.1093678130129,4120.108380230387,-732.5864921180507
-492.6502460699386,3712.027311371975,785.5695568015308,-495.50958518518524,3733.1587366171557,825.0585726526833,-492.70046915595543,3749.541835821423,829.3348809031714,-490.7885826716884,3765.0651975371115,833.5859728853087,-508.5896033416905,3687.5509963665945,817.1037483332257,-521.471199455926,3681.6071929161867,817.4421009500561,-535.9130968566079,3677.251645920762,818.1558379216233,-534.1106621171984,3817.4583448365793,834.412706804758,-594.618728115686,3701.563602683906,817.6318671037932,-503.38973777697424,3756.876360351283,762.8635862842699,-521.8918352759637,3710.1225490462502,755.2273293772078,-474.2995140960893,3962.3232964996937,669.094476371527,-738.3792535030394,3769.112070778564,612.6432467202187,-424.20603652797365,4087.98425105824,411.42459654324267,-718.9677544547028,3697.8018569259166,331.7192196274596,-344.770103573642,4077.749098386188,155.21649553205492,-545.9516003977366,3604.1540730099478,516.0235975194904,-327.78664306528,4090.372443653194,80.27203618089152,-510.0062507083842,3590.863416094458,568.3131635444496,-326.47968210779476,4050.897907307911,78.20625673466434,-517.2294152993071,3603.108106811633,596.6187475709033,-340.9677876811777,4037.333547900436,102.29271298520537,-521.8825691845307,3611.4688045122844,581.6135865178971,-494.6661909307127,4046.563457939071,145.18508637115906,-658.1723075722604,3940.1856671176783,115.96341224336278,-507.3216720994776,4195.758103348917,-233.53403549687786,-669.4678484960853,4069.8938570541877,-263.42468312759775,-520.3171817980965,4363.548334057418,-574.7543250722908,-696.6162970139234,4280.030483547764,-605.0276229013377,-569.031003792452,4433.349928827378,-626.0037969686156,-711.5783590708461,4380.807395571828,-653.7109289604002,-379.19851929152554,4228.025679368157,-670.5294347369211,-638.00463214142,4119.568800601918,-732.3013038848184
-492.6002749032837,3711.9165718988843,785.5815143759111,-495.62443603384156,3733.2989098983394,825.2399471146517,-492.9513142414138,3749.888227082982,829.5597043899161,-491.1520258826008,3765.5784375428175,833.8499707731642,-508.61258101722785,3687.4318135677618,817.2234090799021,-521.4411211143175,3681.3536636005065,817.520072043851,-535.8305013824065,3676.9529310404914,818.2021434032683,-534.496502028571,3818.0960311751537,834.6657857496516,-594.5010930078487,3701.308199686189,817.6359577984848,-503.3749057084695,3756.930200286238,762.9539174901872,-521.6726728791307,3709.7608266371617,755.1911570103599,-474.42374654119675,3962.567255766011,669.1344612422258,-738.1082579954409,3768.8225662970844,612.5601573882017,-424.2892254427246,4088.0552698726524,411.81895424583945,-718.8508781134631,3697.624603780385,331.72893467371364,-344.61722196746024,4077.419198443171,155.31938414775988,-545.8216366928928,3604.927113132944,516.3844941025953,-327.52028802639495,4089.8483044156465,80.34342968516837,-509.92494306829894,3590.914715037737,568.8662960780678,-326.11426619874885,4050.1488607535825,78.29190819864304,-517.3795723688513,3604.3708374889025,597.1942134638234,-340.5693837248922,4036.5082475612253,102.44898804010859,-522.1670918304301,3613.5071699461782,582.1619177331173,-494.8654121342705,4046.4434477080927,145.24831114442114,-658.153908928875,3939.3713844738922,115.80565689714477,-506.95733165172913,4195.0730589880695,-233.76345747795438,-669.4383983936946,4070.1264868567932,-263.7277817065973,-520.2498188915845,4363.341624435051,-574.9355259885306,-696.3239489071348,4278.537873851648,-605.1803880261019,-568.8114120158356,4432.536900598667,-626.0266300588979,-711.1034246473541,4378.8883015811825,-653.9167070141992,-379.33783916431395,4228.303453166144,-670.5216083802499,-637.8527522981436,4118.99415635231,-731.9957618935073
