Time,Filtered_Respiration
6740.494056416676,-0.10834001556753096
6740.495056188892,-0.10864943932501846
6740.496055961106,-0.10895958137365573
6740.497055733322,-0.10927043874698476
6740.498055505537,-0.10958200846039816
6740.499055277753,-0.10989428751122231
6740.500055049968,-0.11020727287880137
6740.501054822184,-0.110520961524582
6740.502054594398,-0.11083535039219877
6740.5030543666135,-0.11115043640756034
6740.504054138829,-0.11146621647893634
6740.505053911044,-0.11178268749704501
6740.50605368326,-0.11209984633514164
6740.507053455474,-0.11241768984910766
6740.50805322769,-0.11273621487754049
6740.509052999905,-0.11305541824184395
6740.510052772121,-0.11337529674631959
6740.511052544336,-0.11369584717825844
6740.512052316552,-0.11401706630803361
6740.513052088766,-0.11433895088919367
6740.514051860981,-0.11466149765855657
6740.515051633197,-0.11498470333630409
6740.516051405412,-0.11530856462607718
6740.517051177628,-0.11563307821507184
6740.518050949842,-0.11595824077413563
6740.519050722058,-0.11628404895786498
6740.520050494273,-0.11661049940470287
6740.521050266489,-0.11693758873703738
6740.522050038704,-0.11726531356130052
6740.52304981092,-0.11759367046806794
6740.524049583134,-0.11792265603215929
6740.525049355349,-0.118252266812739
6740.526049127565,-0.11858249935341768
6740.52704889978,-0.1189133501823541
6740.528048671996,-0.11924481581235787
6740.52904844421,-0.11957689274099252
6740.530048216426,-0.1199095774506792
6740.531047988641,-0.12024286640880086
6740.532047760857,-0.12057675606780699
6740.533047533072,-0.12091124286531899
6740.534047305288,-0.12124632322423601
6740.535047077502,-0.12158199355284131
6740.536046849717,-0.12191825024490906
6740.537046621933,-0.12225508967981163
6740.538046394148,-0.12259250822262767
6740.539046166364,-0.12293050222425025
6740.540045938578,-0.12326906802149581
6740.541045710794,-0.1236082019372133
6740.542045483009,-0.12394790028039383
6740.543045255225,-0.12428815934628097
6740.54404502744,-0.12462897541648135
6740.545044799655,-0.12497034475907579
6740.54604457187,-0.1253122636287307
6740.547044344085,-0.12565472826681012
6740.548044116301,-0.12599773490148783
6740.549043888516,-0.12634127974786025
6740.550043660732,-0.1266853590080594
6740.551043432946,-0.12702996887136658
6740.552043205162,-0.12737510551432613
6740.553042977377,-0.12772076510085972
6740.554042749593,-0.12806694378238095
6740.555042521808,-0.1284136376979103
6740.556042294023,-0.12876084297419044
6740.557042066238,-0.12910855572580177
6740.558041838453,-0.12945677205527847
6740.559041610669,-0.12980548805322484
6740.560041382884,-0.13015469979843192
6740.561041155099,-0.13050440335799426
6740.562040927314,-0.13085459478742714
6740.56304069953,-0.13120527013078395
6740.564040471745,-0.1315564254207741
6740.5650402439605,-0.13190805667888095
6740.566040016176,-0.1322601599154802
6740.567039788391,-0.1326127311299583
6740.568039560606,-0.1329657663108313
6740.569039332821,-0.13331926143586376
6740.570039105037,-0.13367321247218814
6740.571038877252,-0.13402761537642424
6740.572038649467,-0.13438246609479876
6740.573038421682,-0.13473776056326536
6740.574038193898,-0.13509349470762488
6740.575037966113,-0.13544966444364548
6740.5760377383285,-0.13580626567718304
6740.577037510544,-0.13616329430430185
6740.578037282759,-0.13652074621139532
6740.579037054974,-0.1368786172753068
6740.580036827189,-0.1372369033634508
6740.581036599405,-0.13759560033393395
6740.58203637162,-0.1379547040356767
6740.583036143835,-0.13831421030853455
6740.58403591605,-0.1386741149834198
6740.585035688266,-0.13903441388242302
6740.586035460481,-0.13939510281893489
6740.5870352326965,-0.1397561775977683
6740.588035004912,-0.14011763401528032
6740.589034777127,-0.1404794678594942
6740.590034549342,-0.14084167491022134
6740.591034321557,-0.1412042509391836
6740.592034093773,-0.14156719171013546
6740.593033865988,-0.14193049297898633
6740.594033638203,-0.1422941504939228
6740.595033410418,-0.14265815999553094
6740.596033182634,-0.14302251721691878
6740.597032954849,-0.14338721788383868
6740.5980327270645,-0.1437522577148097
6740.59903249928,-0.14411763242123987
6740.600032271495,-0.14448333770754854
6740.60103204371,-0.1448493692712887
6740.602031815925,-0.14521572280326944
6740.603031588141,-0.14558239398767822
6740.604031360356,-0.14594937850220308
6740.605031132571,-0.14631667201815482
6740.606030904786,-0.1466842702005893
6740.607030677002,-0.14705216870842946
6740.608030449217,-0.14742036319458746
6740.6090302214325,-0.14778884930608646
6740.610029993647,-0.14815762268418264
6740.611029765862,-0.14852667896448699
6740.612029538078,-0.14889601377708714
6740.613029310293,-0.14926562274666896
6740.614029082509,-0.14963550149263807
6740.615028854724,-0.15000564562924124
6740.616028626939,-0.15037605076568747
6740.617028399154,-0.15074671250626936
6740.61802817137,-0.15111762645048404
6740.619027943585,-0.15148878819315412
6740.6200277158005,-0.15186019332454823
6740.621027488015,-0.15223183743050175
6740.62202726023,-0.15260371609253717
6740.623027032446,-0.15297582488798425
6740.624026804661,-0.15334815939010027
6740.625026576877,-0.15372071516819003
6740.626026349091,-0.15409348778772555
6740.627026121307,-0.15446647281046566
6740.628025893522,-0.15483966579457537
6740.629025665738,-0.155213062294745
6740.630025437953,-0.15558665786230907
6740.631025210168,-0.1559604480453653
6740.632024982383,-0.15633442838889292
6740.633024754598,-0.15670859443487112
6740.634024526814,-0.157082941722397
6740.635024299029,-0.15745746578780365
6740.636024071245,-0.15783216216477758
6740.637023843459,-0.15820702638447623
6740.638023615675,-0.15858205397564504
6740.63902338789,-0.15895724046473436
6740.640023160106,-0.15933258137601605
6740.641022932321,-0.15970807223169986
6740.642022704536,-0.16008370855204945
6740.643022476751,-0.16045948585549827
6740.644022248966,-0.16083539965876517
6740.645022021182,-0.16121144547696964
6740.646021793397,-0.1615876188237468
6740.647021565613,-0.16196391521136214
6740.648021337827,-0.16234033015082575
6740.649021110043,-0.1627168591520066
6740.650020882258,-0.1630934977237462
6740.6510206544735,-0.1634702413739722
6740.652020426689,-0.1638470856098115
6740.653020198904,-0.1642240259377032
6740.654019971119,-0.16460105786351106
6740.655019743334,-0.1649781768926359
6740.65601951555,-0.16535537853012727
6740.657019287765,-0.16573265828079495
6740.658019059981,-0.16611001164932024
6740.659018832195,-0.16648743414036685
6740.660018604411,-0.16686492125869135
6740.661018376626,-0.16724246850925345
6740.6620181488415,-0.16762007139732582
6740.663017921057,-0.1679977254286035
6740.664017693272,-0.16837542610931308
6740.665017465487,-0.16875316894632142
6740.666017237702,-0.1691309494472441
6740.667017009918,-0.1695087631205535
6740.668016782133,-0.1698866054756864
6740.669016554349,-0.1702644720231513
6740.670016326563,-0.17064235827463498
6740.671016098779,-0.17102025974310942
6740.672015870994,-0.1713981719429375
6740.6730156432095,-0.17177609038997904
6740.674015415425,-0.17215401060169616
6740.67501518764,-0.17253192809725829
6740.676014959855,-0.17290983839764665
6740.67701473207,-0.17328773702575853
6740.678014504286,-0.173665619506511
6740.679014276501,-0.17404348136694398
6740.680014048717,-0.17442131813632358
6740.681013820931,-0.17479912534624426
6740.682013593147,-0.17517689853073096
6740.683013365362,-0.1755546332263412
6740.6840131375775,-0.17593232497226627
6740.685012909793,-0.17630996931043202
6740.686012682008,-0.1766875617855995
6740.687012454223,-0.17706509794546496
6740.688012226438,-0.17744257334075936
6740.689011998654,-0.17781998352534742
6740.690011770869,-0.17819732405632646
6740.691011543084,-0.17857459049412497
6740.692011315299,-0.1789517784026003
6740.693011087515,-0.17932888334913605
6740.69401085973,-0.17970590090473917
6740.6950106319455,-0.1800828266441366
6740.696010404161,-0.1804596561458715
6740.697010176375,-0.1808363849923991
6740.698009948591,-0.18121300877018182
6740.699009720806,-0.1815895230697842
6740.700009493022,-0.18196592348596724
6740.701009265237,-0.18234220561778225
6740.702009037452,-0.18271836506866437
6740.703008809667,-0.1830943974465258
6740.704008581883,-0.1834702983638483
6740.705008354098,-0.18384606343777524
6740.7060081263135,-0.18422168829020352
6740.707007898529,-0.18459716854787458
6740.708007670743,-0.18497249984246533
6740.709007442959,-0.18534767781067857
6740.710007215174,-0.18572269809433278
6740.71100698739,-0.18609755634045172
6740.712006759605,-0.18647224820135325
6740.71300653182,-0.18684676933473818
6740.714006304035,-0.18722111540377817
6740.715006076251,-0.18759528207720344
6740.716005848466,-0.18796926502939001
6740.717005620681,-0.18834305994044637
6740.718005392897,-0.18871666249629981
6740.719005165111,-0.1890900683887822
6740.720004937327,-0.18946327331571536
6740.721004709542,-0.18983627298099626
6740.722004481758,-0.1902090630946813
6740.723004253973,-0.19058163937307018
6740.724004026188,-0.19095399753878944
6740.725003798403,-0.1913261333208756
6740.726003570619,-0.19169804245485783
6740.727003342834,-0.19206972068284006
6740.728003115049,-0.19244116375358267
6740.729002887265,-0.19281236742258384
6740.730002659479,-0.19318332745216038
6740.731002431695,-0.19355403961152806
6740.73200220391,-0.19392449967688144
6740.733001976126,-0.1942947034314734
6740.734001748341,-0.19466464666569394
6740.735001520556,-0.19503432517714897
6740.736001292771,-0.19540373477073839
6740.7370010649865,-0.1957728712587336
6740.738000837202,-0.1961417304608547
6740.739000609417,-0.19651030820434723
6740.740000381633,-0.1968786003240585
6740.741000153847,-0.19724660266251362
6740.741999926063,-0.1976143110699906
6740.742999698278,-0.19798172140459547
6740.743999470494,-0.19834882953233673
6740.744999242709,-0.19871563132719952
6740.745999014924,-0.19908212267121914
6740.746998787139,-0.19944829945455414
6740.7479985593545,-0.19981415757555904
6740.74899833157,-0.20017969294085666
6740.749998103785,-0.20054490146541004
6740.750997876,-0.2009097790725938
6740.751997648215,-0.2012743216942651
6740.752997420431,-0.2016385252708342
6740.753997192646,-0.2020023857513346
6740.754996964862,-0.2023658990934926
6740.755996737076,-0.20272906126379667
6740.756996509292,-0.20309186823756653
6740.757996281507,-0.20345431599902128
6740.7589960537225,-0.20381640054134748
6740.759995825938,-0.20417811786676657
6740.760995598153,-0.20453946398660205
6740.761995370368,-0.2049004349213462
6740.762995142583,-0.20526102670072624
6740.763994914799,-0.2056212353637706
6740.764994687014,-0.20598105695887417
6740.76599445923,-0.20634048754386336
6740.766994231444,-0.20669952318606072
6740.76799400366,-0.2070581599623489
6740.768993775875,-0.20741639395923478
6740.7699935480905,-0.2077742212729129
6740.770993320306,-0.20813163800932827
6740.771993092521,-0.20848864028423908
6740.772992864736,-0.20884522422327895
6740.773992636951,-0.20920138596201887
6740.774992409167,-0.20955712164602863
6740.775992181382,-0.20991242743093763
6740.776991953598,-0.21026729948249562
6740.777991725812,-0.21062173397663264
6740.778991498028,-0.21097572709951912
6740.779991270243,-0.21132927504762522
6740.7809910424585,-0.21168237402778017
6740.781990814674,-0.21203502025723087
6740.782990586889,-0.21238720996370017
6740.783990359104,-0.212738939385445
6740.784990131319,-0.21309020477131368
6740.785989903535,-0.21344100238080319
6740.78698967575,-0.213791328484116
6740.787989447966,-0.21414117936221666
6740.78898922018,-0.21449055130688796
6740.789988992396,-0.21483944062078647
6740.790988764611,-0.21518784361749793
6740.7919885368265,-0.21553575662159222
6740.792988309042,-0.21588317596867793
6740.793988081257,-0.21623009800545678
6740.794987853472,-0.2165765190897776
6740.795987625687,-0.2169224355906899
6740.796987397903,-0.21726784388849718
6740.797987170118,-0.21761274037480985
6740.798986942334,-0.21795712145259785
6740.799986714548,-0.21830098353624267
6740.800986486764,-0.2186443230515893
6740.801986258979,-0.21898713643599788
6740.802986031194,-0.21932942013839488
6740.80398580341,-0.2196711706193238
6740.804985575625,-0.22001238435099582
6740.80598534784,-0.22035305781733977
6740.806985120055,-0.22069318751405242
6740.807984892271,-0.22103276994864804
6740.808984664486,-0.22137180164050765
6740.809984436702,-0.221710279120928
6740.810984208916,-0.22204819893317015
6740.811983981132,-0.2223855576325076
6740.812983753347,-0.22272235178627434
6740.813983525562,-0.2230585779739124
6740.814983297778,-0.22339423278701953
6740.815983069992,-0.2237293128293959
6740.816982842208,-0.22406381471709114
6740.817982614423,-0.22439773507845076
6740.818982386639,-0.22473107055416222
6740.819982158854,-0.22506381779730072
6740.820981931069,-0.225395973473375
6740.821981703284,-0.2257275342603725
6740.8229814755,-0.22605849684880425
6740.823981247715,-0.22638885794174965
6740.82498101993,-0.22671861425490084
6740.825980792146,-0.22704776251660683
6740.82698056436,-0.22737629946791718
6740.827980336576,-0.2277042218626255
6740.828980108791,-0.228031526467313
6740.829979881007,-0.22835821006139126
6740.830979653222,-0.22868426943714515
6740.831979425437,-0.22900970139977503
6740.832979197652,-0.2293345027674391
6740.833978969868,-0.22965867037129511
6740.834978742083,-0.22998220105554193
6740.835978514298,-0.23030509167746097
6740.836978286514,-0.23062733910745717
6740.837978058728,-0.23094894022909976
6740.838977830944,-0.23126989193916286
6740.839977603159,-0.2315901911476657
6740.840977375375,-0.2319098347779128
6740.84197714759,-0.23222881976653365
6740.842976919805,-0.23254714306352212
6740.84397669202,-0.2328648016322757
6740.844976464236,-0.23318179244963463
6740.845976236451,-0.233498112505921
6740.846976008666,-0.23381375880497682
6740.847975780882,-0.23412872836420237
6740.848975553096,-0.23444301821459437
6740.849975325312,-0.23475662540078351
6740.850975097527,-0.23506954698107196
6740.851974869743,-0.23538178002747062
6740.852974641958,-0.2356933216257363
6740.853974414173,-0.2360041688754087
6740.854974186388,-0.23631431888984666
6740.855973958604,-0.23662376879626462
6740.856973730819,-0.23693251573576868
6740.857973503034,-0.23724055686339224
6740.85897327525,-0.23754788934813179
6740.859973047464,-0.2378545103729822
6740.86097281968,-0.23816041713497196
6740.861972591895,-0.2384656068451981
6740.862972364111,-0.23877007672886066
6740.863972136326,-0.23907382402529742
6740.864971908541,-0.23937684598801806
6740.865971680756,-0.239679139884738
6740.866971452972,-0.2399807029974122
6740.867971225187,-0.2402815326222688
6740.868970997402,-0.24058162606984262
6740.869970769618,-0.24088098066500796
6740.870970541832,-0.24117959374701153
6740.871970314048,-0.2414774626695051
6740.872970086263,-0.24177458480057815
6740.873969858479,-0.24207095752279015
6740.874969630694,-0.24236657823320262
6740.875969402909,-0.2426614443434109
6740.876969175124,-0.24295555327957558
6740.87796894734,-0.24324890248245398
6740.878968719555,-0.24354148940743126
6740.87996849177,-0.24383331152455137
6740.880968263985,-0.24412436631854775
6740.8819680362,-0.24441465128887377
6740.882967808416,-0.2447041639497333
6740.883967580631,-0.2449929018301106
6740.884967352847,-0.2452808624738002
6740.885967125061,-0.2455680434394365
6740.886966897277,-0.2458544423005233
6740.887966669492,-0.24614005664546315
6740.888966441707,-0.24642488407758645
6740.889966213923,-0.2467089222151802
6740.890965986138,-0.24699216869151672
6740.891965758353,-0.247274621154882
6740.892965530568,-0.24755627726860413
6740.893965302784,-0.24783713471108101
6740.894965074999,-0.24811719117580852
6740.895964847215,-0.24839644437140804
6740.896964619429,-0.24867489202165388
6740.897964391645,-0.24895253186550043
6740.89896416386,-0.24922936165710907
6740.899963936075,-0.2495053791658751
6740.900963708291,-0.24978058217645405
6740.901963480506,-0.25005496848878844
6740.902963252721,-0.2503285359181338
6740.903963024936,-0.2506012822950848
6740.904962797152,-0.25087320546560105
6740.905962569367,-0.2511443032910325
6740.906962341583,-0.25141457364814496
6740.907962113797,-0.25168401442914523
6740.908961886013,-0.2519526235417061
6740.909961658228,-0.25222039890899123
6740.910961430443,-0.2524873384696797
6740.911961202659,-0.25275344017799023
6740.912960974874,-0.2530187020037054
6740.913960747089,-0.2532831219321958
6740.914960519304,-0.25354669796444357
6740.91596029152,-0.25380942811706564
6740.916960063735,-0.2540713104223373
6740.917959835951,-0.2543323429282156
6740.918959608165,-0.2545925236983624
6740.9199593803805,-0.25485185081216705
6740.920959152596,-0.25511032236476905
6740.921958924811,-0.25536793646708045
6740.922958697027,-0.2556246912458079
6740.923958469242,-0.25588058484347465
6740.924958241457,-0.2561356154184424
6740.925958013672,-0.2563897811449325
6740.926957785888,-0.2566430802130476
6740.927957558103,-0.2568955108287927
6740.928957330319,-0.2571470712140961
6740.929957102533,-0.25739775960683015
6740.9309568747485,-0.25764757426083196
6740.931956646964,-0.25789651344592346
6740.932956419179,-0.2581445754479316
6740.933956191395,-0.25839175856870805
6740.93495596361,-0.258638061126149
6740.935955735825,-0.2588834814542149
6740.93695550804,-0.2591280179029494
6740.937955280256,-0.25937166883849877
6740.938955052471,-0.2596144326431304
6740.939954824687,-0.2598563077152518
6740.940954596901,-0.260097292469429
6740.9419543691165,-0.2603373853364047
6740.942954141332,-0.2605765847631167
6740.943953913547,-0.2608148892127152
6740.944953685763,-0.2610522971645811
6740.945953457977,-0.2612888071143434
6740.946953230193,-0.26152441757389605
6740.947953002408,-0.2617591270714152
6740.948952774624,-0.2619929341513759
6740.949952546839,-0.26222583737456884
6740.950952319054,-0.2624578353181165
6740.951952091269,-0.26268892657548953
6740.9529518634845,-0.262919109756523
6740.9539516357,-0.26314838348743175
6740.954951407915,-0.26337674641082626
6740.955951180131,-0.2636041971857276
6740.956950952345,-0.26383073448758243
6740.957950724561,-0.2640563570082786
6740.958950496776,-0.2642810634561596
6740.959950268992,-0.26450485255603856
6740.960950041207,-0.2647277230492129
6740.961949813422,-0.26494967369347794
6740.962949585637,-0.2651707032631412
6740.9639493578525,-0.2653908105490356
6740.964949130068,-0.26560999435853333
6740.965948902283,-0.26582825351555833
6740.966948674499,-0.2660455868605998
6740.967948446713,-0.2662619932507248
6740.968948218929,-0.26647747155959056
6740.969947991144,-0.2666920206774573
6740.97094776336,-0.26690563951120005
6740.971947535575,-0.26711832698432075
6740.97294730779,-0.26733008203695957
6740.973947080005,-0.2675409036259063
6740.9749468522205,-0.2677507907246116
6740.975946624436,-0.2679597423231975
6740.976946396651,-0.26816775742846843
6740.977946168867,-0.26837483506392157
6740.978945941081,-0.2685809742697572
6740.979945713297,-0.2687861741028887
6740.980945485512,-0.2689904336369524
6740.981945257728,-0.2691937519623171
6740.982945029943,-0.2693961281860933
6740.983944802158,-0.26959756143214253
6740.984944574373,-0.26979805084108593
6740.985944346588,-0.26999759557031333
6740.986944118804,-0.27019619479399165
6740.987943891019,-0.27039384770307273
6740.988943663235,-0.27059055350530115
6740.989943435449,-0.27078631142522214
6740.990943207665,-0.2709811207041891
6740.99194297988,-0.2711749806003709
6740.992942752096,-0.2713678903887586
6740.993942524311,-0.27155984936117233
6740.994942296526,-0.2717508568262677
6740.995942068741,-0.2719409121095421
6740.996941840956,-0.27213001455334074
6740.997941613172,-0.27231816351686267
6740.998941385387,-0.27250535837616596
6740.999941157603,-0.2726915985241733
6741.000940929817,-0.2728768833706767
6741.001940702033,-0.27306121234234254
6741.002940474248,-0.27324458488271586
6741.003940246464,-0.273427000452225
6741.004940018679,-0.2736084585281852
6741.0059397908935,-0.27378895860480285
6741.006939563109,-0.27396850019317875
6741.007939335324,-0.2741470828213115
6741.00893910754,-0.27432470603410025
6741.009938879755,-0.27450136939334807
6741.01093865197,-0.27467707247776435
6741.011938424185,-0.27485181488296717
6741.012938196401,-0.2750255962214849
6741.013937968616,-0.27519841612275847
6741.014937740832,-0.2753702742331426
6741.015937513046,-0.27554117021590707
6741.0169372852615,-0.27571110375123803
6741.017937057477,-0.2758800745362386
6741.018936829692,-0.2760480822849293
6741.019936601908,-0.27621512672824844
6741.020936374123,-0.27638120761405205
6741.021936146338,-0.27654632470711377
6741.022935918553,-0.27671047778912433
6741.023935690769,-0.27687366665869073
6741.024935462984,-0.27703589113133503
6741.0259352352,-0.2771971510394929
6741.026935007414,-0.277357446232512
6741.0279347796295,-0.27751677657665086
6741.028934551845,-0.27767514195507637
6741.02993432406,-0.2778325422678615
6741.030934096276,-0.2779889774319825
6741.031933868491,-0.2781444473813162
6741.032933640706,-0.27829895206663696
6741.033933412921,-0.27845249145561296
6741.034933185137,-0.27860506553280256
6741.035932957352,-0.2787566742996507
6741.036932729568,-0.2789073177744839
6741.037932501782,-0.2790569959925064
6741.0389322739975,-0.279205709005795
6741.039932046213,-0.2793534568832942
6741.040931818428,-0.27950023971081067
6741.041931590644,-0.2796460575910078
6741.042931362859,-0.27979091064339995
6741.043931135074,-0.27993479900434615
6741.044930907289,-0.2800777228270437
6741.045930679505,-0.2802196822815212
6741.04693045172,-0.2803606775546318
