Time,Amplitude_Envelope
0.0,0.007636268316420414
6.250031998771248e-05,0.007636730326997003
0.00012500063997542495,0.007637192235302472
0.00018750095996313741,0.0076376540339921015
0.0002500012799508499,0.007638115715748621
0.0003125015999385624,0.00763857727328787
0.00037500191992627483,0.0076390386993643485
0.0004375022399139873,0.007639499986776433
0.0005000025599016998,0.007639961128371856
0.0005625028798894123,0.007640422117054791
0.0006250031998771248,0.007640882945792048
0.0006875035198648373,0.00764134360761127
0.0007500038398525497,0.00764180409559245
0.0008125041598402621,0.007642264402865042
0.0008750044798279746,0.007642724522612747
0.0009375047998156871,0.007643184448074693
0.0010000051198033996,0.007643644172539903
0.001062505439791112,0.007644103689341171
0.0011250057597788246,0.007644562991850838
0.001187506079766537,0.007645022073477189
0.0012500063997542496,0.007645480927660803
0.001312506719741962,0.007645939547871183
0.0013750070397296746,0.007646397927603786
0.001437507359717387,0.007646856060377437
0.0015000076797050993,0.007647313939732031
0.001562507999692812,0.007647771559226509
0.0016250083196805243,0.007648228912437066
0.0016875086396682369,0.007648685992955582
0.0017500089596559493,0.007649142794388489
0.0018125092796436619,0.007649599310356461
0.0018750095996313742,0.007650055534495029
0.0019375099196190868,0.007650511460455792
0.0020000102396067992,0.007650967081907845
0.002062510559594512,0.0076514223925394295
0.002125010879582224,0.007651877386059801
0.0021875111995699366,0.007652332056201379
0.002250011519557649,0.007652786396722211
0.0023125118395453618,0.007653240401408779
0.002375012159533074,0.007653694064079237
0.0024375124795207865,0.007654147378586876
0.002500012799508499,0.007654600338823546
0.0025625131194962113,0.007655052938723631
0.002625013439483924,0.00765550517226991
0.0026875137594716365,0.007655957033498757
0.002750014079459349,0.007656408516498487
0.0028125143994470613,0.0076568596154039355
0.002875014719434774,0.007657310324398725
0.0029375150394224865,0.0076577606377235515
0.0030000153594101986,0.007658210549678235
0.0030625156793979112,0.007658660054615999
0.003125015999385624,0.007659109146936978
0.0031875163193733364,0.007659557821083476
0.0032500166393610486,0.0076600060715356156
0.003312516959348761,0.007660453892806777
0.0033750172793364738,0.007660901279439078
0.0034375175993241864,0.007661348225999051
0.0035000179193118985,0.007661794727073438
0.003562518239299611,0.007662240777265301
0.0036250185592873237,0.007662686371191454
