LSL_Time,PLUX_P2_nSeq,PLUX_P2_ECG0,PLUX_P2_EMG1,PLUX_P2_EMG2,PLUX_P2_RIP3
7034.350332448782,1718026.0,0.004129999782890081,-0.007079999893903732,-0.009259999729692936,0.8610000014305115
7034.351332220705,1718027.0,0.003860000055283308,-0.006990000139921904,0.0017300000181421638,0.921999990940094
7034.352331992628,1718028.0,0.0030499999411404133,0.0027199999894946814,0.005400000140070915,0.9769999980926514
7034.353331764551,1718029.0,0.0023399998899549246,0.0006399999838322401,0.003590000094845891,0.9610000252723694
7034.354331536473,1718030.0,0.0020699999295175076,0.008170000277459621,-0.0017300000181421638,1.0069999694824219
7034.355331308396,1718031.0,0.0021100000012665987,0.008539999835193157,0.0027199999894946814,0.8479999899864197
7034.356331080318,1718032.0,0.0026100000832229853,0.003809999907389283,-0.0027199999894946814,1.031000018119812
7034.357330852242,1718033.0,0.0017099999822676182,0.0020000000949949026,-0.005539999809116125,1.0069999694824219
7034.358330624164,1718034.0,0.0007200000109151006,-0.004999999888241291,-0.0022700000554323196,1.1050000190734863
7034.359330396087,1718035.0,-0.00018000000272877514,-0.004410000052303076,0.000910000002477318,1.1540000438690186
7034.36033016801,1718036.0,-0.0016199999954551458,-0.008310000412166119,0.0025400000158697367,1.0089999437332153
7034.361329939933,1718037.0,-0.0022899999748915434,-0.004040000028908253,-0.0025400000158697367,1.1050000190734863
7034.362329711856,1718038.0,-0.001979999942705035,-0.0027199999894946814,0.0051299999468028545,1.0800000429153442
7034.363329483778,1718039.0,-0.0016199999954551458,-0.007809999864548445,-0.003269999986514449,1.0379999876022339
7034.364329255701,1718040.0,-0.0008999999845400453,0.008949999697506428,0.002360000042244792,1.100000023841858
7034.365329027623,1718041.0,-0.00107999995816499,-0.0003600000054575503,-0.0010000000474974513,1.2239999771118164
7034.366328799546,1718042.0,-0.00018000000272877514,-9.000000136438757e-05,-0.004900000058114529,1.0959999561309814
7034.367328571469,1718043.0,-0.0003600000054575503,-0.0019099999917671084,-0.003809999907389283,1.3170000314712524
7034.368328343392,1718044.0,-0.00107999995816499,-0.005450000055134296,0.004629999864846468,1.1610000133514404
7034.369328115315,1718045.0,-0.0023399998899549246,4.999999873689376e-05,-9.000000136438757e-05,1.3179999589920044
7034.370327887237,1718046.0,-0.004490000195801258,-0.007449999917298555,0.0007699999841861427,1.2050000429153442
7034.37132765916,1718047.0,-0.005750000011175871,-0.00031999999191612005,0.000539999979082495,1.2280000448226929
7034.372327431083,1718048.0,-0.005570000037550926,0.0016299999551847577,-0.00014000000373926014,1.3919999599456787
7034.373327203006,1718049.0,-0.0047599999234080315,-0.005489999894052744,-0.003909999970346689,1.2599999904632568
7034.374326974928,1718050.0,-0.0017999999690800905,-0.010449999943375587,0.002090000081807375,1.5010000467300415
7034.375326746851,1718051.0,0.00107999995816499,-0.000539999979082495,0.004000000189989805,1.5240000486373901
7034.376326518774,1718052.0,0.00215999991632998,-0.001449999981559813,-0.0021299999207258224,1.5529999732971191
7034.377326290696,1718053.0,0.0021100000012665987,0.000910000002477318,-0.0024999999441206455,1.531999945640564
7034.37832606262,1718054.0,0.001979999942705035,0.0017300000181421638,0.01107999961823225,1.3980000019073486
7034.379325834542,1718055.0,0.001979999942705035,0.010169999673962593,0.0007699999841861427,1.6050000190734863
7034.380325606465,1718056.0,0.0017999999690800905,0.003269999986514449,0.007079999893903732,1.4470000267028809
7034.381325378387,1718057.0,0.0012600000482052565,0.007079999893903732,0.00803999975323677,1.4630000591278076
7034.38232515031,1718058.0,0.0034099998883903027,0.05014000087976456,0.0016299999551847577,1.4859999418258667
7034.383324922233,1718059.0,0.005210000090301037,0.049229998141527176,0.0017300000181421638,1.5110000371932983
7034.384324694156,1718060.0,0.0030499999411404133,0.009449999779462814,-0.0072200000286102295,1.7269999980926514
7034.385324466079,1718061.0,0.0017099999822676182,-0.019349999725818634,-0.0013599999947473407,1.5399999618530273
7034.386324238001,1718062.0,0.0012600000482052565,-0.013849999755620956,-0.010540000163018703,1.7940000295639038
7034.387324009924,1718063.0,0.00039999998989515007,-0.03451000154018402,-0.00798999983817339,1.8250000476837158
7034.388323781846,1718064.0,0.0009899999713525176,-0.05886000022292137,-0.0019499999471008778,1.7910000085830688
7034.38932355377,1718065.0,0.0017999999690800905,-0.05104000121355057,-0.0012700000079348683,1.819000005722046
7034.390323325692,1718066.0,0.0016199999954551458,-0.03215000033378601,-0.006719999946653843,1.6660000085830688
7034.391323097615,1718067.0,0.0011699999449774623,-0.016170000657439232,0.003539999946951866,1.909999966621399
7034.392322869538,1718068.0,0.0008999999845400453,0.0007300000288523734,-0.007269999943673611,1.7359999418258667
7034.393322641461,1718069.0,0.0003600000054575503,-0.009630000218749046,-0.0027199999894946814,1.784999966621399
7034.394322413384,1718070.0,-0.0004900000058114529,-0.004089999943971634,0.003539999946951866,1.8550000190734863
7034.395322185306,1718071.0,-0.00018000000272877514,0.0006799999973736703,-0.0012700000079348683,1.8309999704360962
7034.396321957229,1718072.0,0.0017099999822676182,0.01752999983727932,-0.00795000046491623,1.965000033378601
7034.397321729151,1718073.0,0.0017999999690800905,0.020390000194311142,-0.0011399999493733048,1.8489999771118164
7034.398321501074,1718074.0,0.0014400000218302011,0.01181000005453825,0.00044999999227002263,2.002000093460083
7034.399321272997,1718075.0,0.0034099998883903027,0.01561999972909689,0.00418000016361475,2.0260000228881836
7034.40032104492,1718076.0,0.005929999984800816,0.020250000059604645,0.005770000163465738,2.0510001182556152
7034.401320816843,1718077.0,0.003100000089034438,0.0028200000524520874,0.016259999945759773,2.118000030517578
7034.402320588765,1718078.0,-0.0003600000054575503,0.005630000028759241,0.013439999893307686,1.9869999885559082
7034.403320360688,1718079.0,-0.0015300000086426735,0.0266100000590086,0.010219999589025974,2.2130000591278076
7034.404320132611,1718080.0,-0.00107999995816499,0.016259999945759773,0.0024999999441206455,2.0199999809265137
7034.405319904534,1718081.0,-0.0012600000482052565,0.006180000025779009,-0.0020000000949949026,2.125999927520752
7034.406319676456,1718082.0,-0.0012600000482052565,-0.00872000027447939,-0.003220000071451068,2.2320001125335693
7034.407319448379,1718083.0,-0.000539999979082495,-0.004089999943971634,-0.004720000084489584,2.1059999465942383
7034.408319220302,1718084.0,-0.0006300000241026282,-0.010990000329911709,-0.007309999782592058,2.3010001182556152
7034.409318992224,1718085.0,-0.00018000000272877514,-0.013899999670684338,-0.0033599999733269215,2.135999917984009
7034.410318764148,1718086.0,0.0003600000054575503,-0.009080000221729279,-0.004000000189989805,2.255000114440918
7034.41131853607,1718087.0,0.0003600000054575503,-0.011629999615252018,-0.005630000028759241,2.184000015258789
7034.412318307993,1718088.0,0.0005799999926239252,0.008539999835193157,-0.009630000218749046,2.2200000286102295
7034.413318079915,1718089.0,0.0014400000218302011,0.006719999946653843,0.004000000189989805,2.382999897003174
7034.414317851839,1718090.0,0.002520000096410513,0.004269999917596579,-0.00571999978274107,2.2739999294281006
7034.415317623761,1718091.0,0.0016199999954551458,0.0020000000949949026,-0.0015399999683722854,2.447999954223633
7034.416317395684,1718092.0,0.0020699999295175076,-0.009990000165998936,-0.00014000000373926014,2.4839999675750732
7034.417317167607,1718093.0,0.00215999991632998,-0.013530000112950802,-0.001180000021122396,2.4860000610351562
7034.418316939529,1718094.0,0.0023399998899549246,-0.016979999840259552,-0.0019099999917671084,2.509000062942505
7034.419316711452,1718095.0,0.004490000195801258,-0.010990000329911709,-0.0020000000949949026,2.4230000972747803
7034.420316483375,1718096.0,0.0053900000639259815,-0.00795000046491623,-0.01071999967098236,2.5759999752044678
7034.421316255298,1718097.0,0.00547999981790781,-0.0030900000128895044,0.0019099999917671084,2.437999963760376
7034.42231602722,1718098.0,0.005929999984800816,0.004089999943971634,0.0083600003272295,2.4630000591278076
7034.423315799143,1718099.0,0.0033199999015778303,0.0020000000949949026,0.004000000189989805,2.505000114440918
7034.424315571066,1718100.0,0.0009899999713525176,0.0016299999551847577,0.01484999991953373,2.5329999923706055
7034.425315342989,1718101.0,-0.0008999999845400453,0.0007300000288523734,0.013620000332593918,2.736999988555908
7034.426315114912,1718102.0,-0.0007200000109151006,0.001500000013038516,0.00418000016361475,2.553999900817871
7034.427314886834,1718103.0,-0.0012600000482052565,0.002360000042244792,-0.004089999943971634,2.813999891281128
7034.428314658757,1718104.0,-0.0014400000218302011,-0.001449999981559813,0.0006399999838322401,2.8499999046325684
7034.429314430679,1718105.0,-0.0025599999353289604,0.003220000071451068,0.0059899999760091305,2.890000104904175
7034.430314202602,1718106.0,-0.003229999914765358,-0.0025400000158697367,-0.0076299998909235,2.884000062942505
7034.431313974525,1718107.0,-0.004490000195801258,-0.002360000042244792,-0.011629999615252018,2.8440001010894775
7034.432313746448,1718108.0,-0.004490000195801258,0.0017300000181421638,-0.005630000028759241,2.875999927520752
7034.433313518371,1718109.0,-0.004000000189989805,0.0024500000290572643,-0.013260000385344028,2.8919999599456787
7034.434313290293,1718110.0,-0.003229999914765358,0.010130000300705433,-0.003269999986514449,2.933000087738037
7034.435313062216,1718111.0,-0.0004900000058114529,-0.0010900000343099236,0.007079999893903732,2.947999954223633
7034.436312834139,1718112.0,0.0002699999895412475,-0.00798999983817339,0.0003600000054575503,2.9539999961853027
7034.437312606062,1718113.0,-0.00018000000272877514,-0.01370999962091446,0.0036299999337643385,2.865999937057495
7034.438312377984,1718114.0,-0.0012600000482052565,-0.01979999989271164,-0.00018000000272877514,3.0869998931884766
7034.439312149907,1718115.0,-0.0008099999977275729,-0.019440000876784325,-0.008080000057816505,2.944999933242798
7034.44031192183,1718116.0,-0.001120000029914081,-0.013530000112950802,-0.0059899999760091305,2.996999979019165
7034.441311693752,1718117.0,-0.0012100000167265534,-0.003809999907389283,0.0012700000079348683,3.1070001125335693
7034.442311465676,1718118.0,-0.0018899999558925629,0.015259999781847,0.00418000016361475,3.0209999084472656
7034.443311237598,1718119.0,-0.0012600000482052565,0.008170000277459621,0.0020000000949949026,3.1489999294281006
7034.444311009521,1718120.0,0.00018000000272877514,-0.003719999920576811,-0.003449999960139394,3.052000045776367
7034.445310781443,1718121.0,0.0016599999507889152,0.000910000002477318,-0.006899999920278788,3.2039999961853027
7034.446310553367,1718122.0,0.0014400000218302011,0.0012700000079348683,-0.003449999960139394,3.253000020980835
7034.447310325289,1718123.0,0.0008999999845400453,0.00795000046491623,0.0020000000949949026,3.0869998931884766
7034.448310097212,1718124.0,0.000539999979082495,-0.0020000000949949026,-0.005270000081509352,3.2780001163482666
7034.449309869135,1718125.0,0.0003100000030826777,0.004540000110864639,0.0030900000128895044,3.2170000076293945
7034.450309641057,1718126.0,-0.0007200000109151006,0.002589999930933118,0.004679999779909849,3.322999954223633
7034.45130941298,1718127.0,-0.0008999999845400453,0.015990000218153,-0.007040000054985285,3.4179999828338623
7034.452309184903,1718128.0,-0.002199999988079071,0.036649998277425766,-0.007360000163316727,3.427000045776367
7034.453308956826,1718129.0,-0.0026100000832229853,0.030249999836087227,-0.003000000026077032,3.4070000648498535
7034.454308728748,1718130.0,-0.004310000222176313,0.002589999930933118,-0.01143999956548214,3.433000087738037
7034.455308500671,1718131.0,-0.004040000028908253,-0.01370999962091446,0.0016299999551847577,3.4609999656677246
7034.456308272594,1718132.0,-0.002520000096410513,-9.000000136438757e-05,0.0021299999207258224,3.502000093460083
7034.457308044517,1718133.0,-0.0012600000482052565,-0.025699999183416367,-0.0016299999551847577,3.4189999103546143
7034.45830781644,1718134.0,0.0003600000054575503,-0.01844000071287155,-0.00044999999227002263,3.4760000705718994
7034.459307588362,1718135.0,0.002520000096410513,-0.032519999891519547,0.004900000058114529,3.499000072479248
7034.460307360285,1718136.0,0.006200000178068876,-0.04405000060796738,-0.0027199999894946814,3.572000026702881
7034.461307132207,1718137.0,0.009879999794065952,-0.039420001208782196,-0.002360000042244792,3.5280001163482666
7034.46230690413,1718138.0,0.010870000347495079,-0.03206000104546547,-0.0019099999917671084,3.634999990463257
7034.463306676053,1718139.0,0.013299999758601189,-0.01744000054895878,0.001820000004954636,3.6640000343322754
7034.464306447976,1718140.0,0.014550000429153442,-0.019440000876784325,0.0020000000949949026,3.5160000324249268
7034.465306219899,1718141.0,0.011950000189244747,-0.0013599999947473407,0.000539999979082495,3.61299991607666
7034.466305991821,1718142.0,0.005119999870657921,0.01331000030040741,0.007079999893903732,3.757999897003174
7034.467305763744,1718143.0,-0.00044999999227002263,0.023250000551342964,-0.00044999999227002263,3.6619999408721924
7034.468305535667,1718144.0,-0.0021100000012665987,0.026520000770688057,0.003809999907389283,3.867000102996826
7034.46930530759,1718145.0,-0.0015300000086426735,0.017710000276565552,0.004540000110864639,3.8420000076293945
7034.470305079512,1718146.0,-0.0006699999794363976,0.02452000044286251,0.005179999861866236,3.8450000286102295
7034.471304851435,1718147.0,-0.0008099999977275729,0.01484999991953373,-0.0010900000343099236,3.865000009536743
7034.472304623358,1718148.0,-0.0007600000244565308,0.007309999782592058,0.0003600000054575503,3.7809998989105225
7034.47330439528,1718149.0,-0.00039999998989515007,0.0013599999947473407,-0.002360000042244792,3.9660000801086426
7034.474304167204,1718150.0,0.00018000000272877514,0.001180000021122396,-0.001820000004954636,3.869999885559082
7034.475303939126,1718151.0,0.0012600000482052565,0.005630000028759241,-0.007079999893903732,3.9700000286102295
7034.476303711049,1718152.0,0.00107999995816499,0.0,-0.007309999782592058,4.083000183105469
7034.477303482971,1718153.0,0.0013500000350177288,0.0059899999760091305,-0.006630000192672014,4.119999885559082
7034.478303254895,1718154.0,0.002520000096410513,0.008539999835193157,-0.007449999917298555,3.872999906539917
7034.479303026817,1718155.0,0.0030499999411404133,0.0029100000392645597,-0.0063599999994039536,4.172999858856201
7034.48030279874,1718156.0,0.0025599999353289604,0.0010900000343099236,-0.00880999956279993,4.013000011444092
7034.481302570663,1718157.0,0.0021100000012665987,-0.005770000163465738,-0.0031799999997019768,4.113999843597412
7034.482302342585,1718158.0,0.0016199999954551458,0.003590000094845891,0.002409999957308173,4.269000053405762
7034.483302114508,1718159.0,0.0015300000086426735,-0.0027199999894946814,0.0020000000949949026,4.296999931335449
7034.484301886431,1718160.0,0.00107999995816499,-0.01107999961823225,-0.008899999782443047,4.107999801635742
7034.485301658354,1718161.0,0.001979999942705035,-0.010900000110268593,-0.002360000042244792,4.254000186920166
7034.486301430276,1718162.0,0.0030499999411404133,9.000000136438757e-05,0.004720000084489584,4.357999801635742
7034.487301202199,1718163.0,0.004220000002533197,0.004360000137239695,0.00044999999227002263,4.39300012588501
7034.488300974122,1718164.0,0.0053900000639259815,-0.006719999946653843,-0.00018000000272877514,4.369999885559082
7034.489300746045,1718165.0,0.00547999981790781,-0.004769999999552965,0.0013599999947473407,4.413000106811523
7034.490300517968,1718166.0,0.004989999812096357,-0.007540000136941671,-0.0033199999015778303,4.375999927520752
7034.49130028989,1718167.0,0.00547999981790781,-0.00872000027447939,-0.0036299999337643385,4.388000011444092
7034.492300061813,1718168.0,0.006380000151693821,0.00018000000272877514,-0.003719999920576811,4.329999923706055
7034.493299833735,1718169.0,0.007369999773800373,-0.006719999946653843,-0.0013599999947473407,4.3520002365112305
7034.494299605658,1718170.0,0.007819999940693378,0.000910000002477318,0.004540000110864639,4.492000102996826
7034.495299377581,1718171.0,0.008799999952316284,-0.0021800000686198473,0.006719999946653843,4.401000022888184
7034.496299149504,1718172.0,0.009610000066459179,-0.002950000111013651,0.0063599999994039536,4.538000106811523
7034.497298921427,1718173.0,0.008799999952316284,-0.0003600000054575503,0.004720000084489584,4.474999904632568
7034.498298693349,1718174.0,0.00674000009894371,-0.007079999893903732,0.008539999835193157,4.486000061035156
7034.499298465273,1718175.0,0.0035500000230968,0.005090000107884407,0.007540000136941671,4.5289998054504395
7034.500298237195,1718176.0,0.002199999988079071,-0.00018000000272877514,0.011529999785125256,4.5960001945495605
7034.501298009118,1718177.0,0.00018000000272877514,0.006180000025779009,0.0029100000392645597,4.486000061035156
7034.50229778104,1718178.0,-0.0016199999954551458,-0.0031799999997019768,-0.006180000025779009,4.7820000648498535
7034.503297552963,1718179.0,-0.001930000027641654,-0.005270000081509352,-0.000539999979082495,4.738999843597412
7034.504297324886,1718180.0,-0.0011699999449774623,0.007360000163316727,-0.005770000163465738,4.770999908447266
7034.505297096809,1718181.0,0.001120000029914081,-0.001820000004954636,-0.012760000303387642,4.572999954223633
